dataset,sample_id,reference_text,pred_text,wer,avg_logprob,no_speech_prob,compression_ratio,label_3class,hallucination_binary,annotator_id,notes,source_file,meeting_id,speaker,noise_type,snr_db,audio_path,y,lm_avg_neg_logprob,lm_perplexity,lm_surprisal_std,repetition_ratio,unique_token_ratio,token_count,true,pred,score
commonvoice,ls_46,HE HAS GRAVE DOUBTS WHETHER SIR FREDERICK LEIGHTON'S WORK IS REALLY GREEK AFTER ALL AND CAN DISCOVER IN IT BUT LITTLE OF ROCKY ITHACA,He has grave doubts whether Sir Frederick Layton's work is really Greek after all and can discover in it but little of rocky Ithaca.,1.0,-0.2061737,0.011381214,1.178571429,Hallucination Error,hallucination,mishr,,commonvoice_annotation_completed .csv,,,,,,1,6.067948341369629,431.7938785395477,3.8179516792297363,0.0,1.0,29,1,0,0.3650245191175561
adversarial,adv_6829-68769-0032,I DISCOVERED AND PUT OUT A FIRE THAT WOULD HAVE DESTROYED THE WHOLE PLANT BUT MARSHALL NEVER EVEN THANKED ME,"I discovered and put out a fire that would have destroyed the whole plant, but Marshall never even picked the.",0.95,-0.5036809539794922,0.1313332915306091,1.1702127659574468,Non-Hallucination Error,no_hallucination,member_4,,adversarial_labels (2).csv,,,,,,0,4.967935085296631,143.72979097842656,3.5422449111938477,0.0,0.9545454545454546,22,0,1,0.635505982997206
librispeech_fallback,ls_0040__clean,HE LAMENTS MOST BITTERLY THE DIVORCE THAT HAS BEEN MADE BETWEEN DECORATIVE ART AND WHAT WE USUALLY CALL PICTURES MAKES THE CUSTOMARY APPEAL TO THE LAST JUDGMENT AND REMINDS US THAT IN THE GREAT DAYS OF ART MICHAEL ANGELO WAS THE FURNISHING UPHOLSTERER,He laments most bitterly the divorce that has been made between decorative art and what we usually call pictures. Makes a customary appeal to the last judgment and reminds us that in the great days of art Michelangelo was the furnishing upholsterer.,1.0,-0.1672117017930554,0.0029329333920031,1.4733727810650887,Hallucination Error,hallucination,,,librispeech_annotation_noisy.csv,,unknown,clean,,,1,5.126339435577393,168.39955100732615,4.196626663208008,0.0,0.86,50,1,0,0.4978531677501167
librispeech_fallback,ls_0045__white_10dB,PARTICULARLY SO ON THIS LAST NIGHT WHEN ONLY TWO OF THE LITTLE CUBICLES WERE OCCUPIED THE THOUSANDS OF OTHERS STANDING WITH DARK EMPTY DOORS,"Particularly so, on this last night, when only two of the little cubicles were occupied, the thousands of others standing with dark, empty doors.",1.0,-0.1909711974007742,0.0269511342048645,1.2831858407079646,Hallucination Error,hallucination,,,librispeech_annotation_noisy.csv,,unknown,white,10.0,,1,4.613551616668701,100.84166532070216,3.263946771621704,0.0,0.8387096774193549,31,1,0,0.35913925662632473
primock_medical_noisy,mednoisy_day1_consultation06_patient,"Hello there. Yes, I can hear you. Are you the doctor? Um, I'm, contacting you because I've been, quite short of breath lately. Uh, well it seems to have been, slowly getting worse over the last couple of weeks. Um, now it's, become quite troublesome, in the last few days. Uh, I kind of, normally I can walk to the shops, without a problem but, now I'm having to sort of sit down and catch my breath. And I'm really starting to get a bit breathless, just about the house. And uh, it's got me kind of worried, don't really know what's going on. Um, well, I've, I've uh, I've got um, heart failure. Uh, I was told that, uh, a while ago. Um, and I got a bit breathless when I was first diagnosed, and put on some medicine that, that um, that helped, but I'm a bit worried it's just getting worse. No pain in my chest. Um. Uh, I've got a bit of a dry cough, but it's not too troublesome. Um, I'm feeling a little run-down, um, but otherwise, otherwise pretty normal. I've noticed my ankles have got a bit bigger. Uh, it's just like, it's sort of swollen up a bit. Kind of . Um, yeah, both ankles. Yeah, it's a bit embarrassing. Um, I kind of noticed it the last few days. Uh, I think my ankles did swell up a bit last time, the heart failure was a problem. No, not really. Uh, no. Yeah, I, , I'm , that's fine. Uh, yeah, but yeah. I usually pee a lot, , ever since the drugs . Uh, well I was told I had like a, they called it like a small heart attack. About, five years ago. Um, I uh, I had, I, I had like some chest pain and, they took me into hospital. And um, they, uh, but then I just got better. Um. Uh, I can't remember. They just called it something a , uh, something like that, a small heart attack. Um. Uh, no they, they said that it, uh, it seemed, it was like, more than angina. Um, uh, but um, I didn't, but I only had to stay in hospital for a few days, and, uh. And yeah, I've been OK since then. Uh, no, I think I'm otherwise, I'm OK. Uh , yeah, I take something called Furosemide. I can't remember, I'm sorry doctor. I have to check. Uh, yeah. I take Aspirin. And uh, Bisoprolol . Uh, Bisoprolol . Um, . Uh , no, no allergies. Uh , my, my father died of a, uh, of a heart attack. Uh, he was, um, early sixties. Um, my mother had osteoporosis. Uh, yeah, she's still living. Uh, I live on my own. Well, I got two cats. They're my family. Uh, they're, they're called, um, they're called, Polly and Tim. Uh, I work part-time as, a, uh, lorry driver. Uh, it's OK. Um, I uh, yeah , when I'm working it's pretty exhausting. Um, I guess I'm a bit worried, that if I get sick I won't, if I get more sick then, I won't be able to work properly. No . Ohh no, I , I , I, I only take shifts during the day, I don't like working at night. Not any more. Yeah. Ooh it was about, about a pack a day, back in the day. Ohh that was, oof, good twenty five years. I don't drink alcohol. Uh, I try and walk to the shops, at least once a day. Um, but uh, that's about it, I've. Yeah, I don't, I don't go running like I used to when i was young. Mmm. That . What's going on . Mmm. OK. If you think that'll be better. OK. What does that? Ohh yes, I remember now . Uh, yeah, I remember now. . I think that sounds like a good plan. OK. I'll see how I get on. Uh, I think that's all pretty clear. Thank you very much Doctor. OK . See you soon.","Hello there. Yeah, second to you. Are you the doctor? Um, I'm contacting you because I've been quite short of breath lately. What seems to have been slowly getting worse over the last couple of weeks has become quite troublesome in the last few days. Normally I can walk to the shops without a problem, but now I'm having to sort of sit down and catch my breath. I'm even starting to get a bit breathless just about the house. And it's got me kind of worried. I don't know what's going on. Well, I've got heart failure. I was told that a while ago. And I got a bit breath with and I was first diagnos",0.4494875549048316,-0.551176202640375,0.3131426713102824,1.1448145050107887,Non-Hallucination Error,no_hallucination,member_5,,primock_medical_noisy_labels.csv,,,,,/content/primock57/audio/day1_consultation06_patient.wav,0,3.3207545280456543,27.681228944439116,2.6655068397521973,0.0,0.6267605633802817,142,0,1,0.7222591192277494
librispeech,3575-170457-0053,BUT ANNE HAD BEGUN TO SUFFER JUST BEFORE THE HOLIDAYS AND CHARLOTTE WATCHED OVER HER YOUNGER SISTERS WITH THE JEALOUS VIGILANCE OF SOME WILD CREATURE THAT CHANGES HER VERY NATURE IF DANGER THREATENS HER YOUNG,But Anne had begun to suffer just before the holidays and Charlotte watched over her younger sisters with a jealous vigilance of some wild creature That changes her very nature if danger threatens her young,1.0,-0.2448100578494188,0.0163087025284767,1.4305555555555556,No Error,no_hallucination,member_1,,librispeech_labels.csv,,,,,,0,6.001182556152344,403.9061528910294,3.571173906326294,0.0,0.9428571428571428,35,0,1,0.5896985493431691
primock_medical_noisy,mednoisy_day3_consultation08_patient,"Hi there! I, uh Uh, , that's, uh, John Jones. Uh, that's, uh, the, twenty ninth of September, nineteen eighty. Uh, that's, uh, John Jones, at, John Jones dot net. Yep. That's absolutely fine. Yeah, yeah, it's just it's been going on for, like a few days now. Um, sort of like, coughing, and like, general runny nose, and stuff, and, like Little bit, uh about like five days around that, uh, yeah it started like, what day is it today? Uh, yeah the week, it started with the start of the weekend, so. Yeah just like coughing, and like running nose, and like kind of muscles aching and stuff, like occasional feeling like headache, cold, chills, and things like that. Yeah. No, no, it's like a, it's like a dry cough Sort of like like, almost hacking, hacking kind of like . No, no, no shortness , like yeah, I'm breathing fine. No. Uh, so, uh, just like pain killers and such. I mean that I, I, um, in addition to like my normal medication and such. Um, but like I'll just like pass it along. No Yeah, so I take, um, uh, what's it called, it's like metformin . I'm a diabetic, so. And, um, I also, like have, uh, lisinopril . Yeah, but the like slight blood pressure. Um, like a, a few years, maybe five or six years. Yes. Uh, no issues nothing like out of the ordinary there. Uh, I've been this morning. I can't remember off the top of my head, but it was within the normal range. Sure . No, I haven't had anything like that. OK. OK, that sounds good. Uh, no, I I think that's been very helpful thank you. OK, so I don't need any prescription, or anything like that. OK. Thank you very much, bye!","Hi there. Hi. That's John Jones. That's the 29th of September, 1980. That's John Jones at John Jones dot net. Yep, that's absolutely fine. Yeah, yeah, it's just been going on for like a few days now. Sort of like coughing and general runny nose and stuff. Like occasionally just... About like five days around that. Yeah, started like four days today. Yeah, at the weekend, started at the start of the weekend. Yeah, it's just like coughing and like running nose and like kind of muscles aching and stuff, like occasionally feeling like cold chills and things like that. Yeah. No, no, it's like a dry",0.5032679738562091,-0.5411444489179745,0.3451696259505821,1.1983045606893643,Non-Hallucination Error,no_hallucination,member_5,,primock_medical_noisy_labels.csv,,,,,/content/primock57/audio/day3_consultation08_patient.wav,0,3.666086435317993,39.09859118695402,3.039116144180298,0.0,0.46153846153846156,143,0,1,0.7070108009844428
primock_medical_noisy,mednoisy_day4_consultation06_doctor,"Ah. Hello. Hi, uh, my name is Doctor Kumar. I'm one of the GPs here. Can I just get you to confirm your name and date of birth for me, please? Date of birth? And your date of birth? Again, how can I help today? OK. So, it started this morning, was it a sudden onset headache, did it come on suddenly? OK. And did it come on really bad or did it start off, uh, like a slight headache and build up to a, a severe headache? And if , if ten is the worst pain you've ever felt in your life, how bad would you say the pain was between one and ten? It's not ten. Great! OK. No, that's fine. Have you ever had a headache before? Have you ever had a headache like this in the past? OK. So, it's a first . OK. OK. If you had to say where uh, uh, across the head, uh, the headache is, is it across the front, around the back? And tell me what visual problems are you getting? OK. OK. And, um, have you tried any painkillers for this already? OK. Um, OK. Um, what time did you take the paracetamol? How long ago was it you'd taken it? OK. Um, and your visual problem is still ongoing now? OK. OK, Um, so, what about, , have you felt sort of nauseous or like you want to vomit? Still feel . All right. OK. You've mentioned, in the past, you've had kidney stones, any other medical problems? Uh, you've mentioned that in the past, you've had kidney stones. Have you had any other medical problems in the past? , what else do you have in the family? Ohh, can you still hear me? Ohh , it's gone. You can hear me. Um, you said, you mentioned your mother has migraines. What else do you have in the family? Hyperthyroid OK. Bye. OK. Um, and no other relevant family history? And do you take any regular medications? Are you allergic to any medications? OK. Is there any chance you could be pregnant? Fine. And so, you're not allergic to any medications. Fine from . And what, what were you thinking might be going on? I know you seemed quite worried about it. Was there anything in particular you were worried about? OK. OK, fine. Um, now just, uh, another, uh, question, have you noticed any weakness in your arms or legs, anything like that? Uh, and when you're walking, you're able to walk fine in a straight line or is your, your uh walk, are you walking a bit funny? OK. OK. So, just, just to clarify what, what you said . This morning, uh, you woke up and then later on in the, in the morning, about four hours ago, you've developed a headache? Um, on the left side of the head? Left side of the head, is it behind the eye? Is it behind the eye? Is that where the pain is? Um, you've . OK. That's fine. You've noticed that your vision is blurry, there's funny lines, you feel a bit nauseous, you vomited twice. Um, and, uh, you feeling dizzy as well, but your, you've got no neurological symptoms. You're walking fine. Um, and, and you've taken paracetamol and it hasn't helped. Is that all? OK. So, it sounds like what you're suffering from is what's known as a migraine. Is that something you've heard of before? OK. OK. So, um, usually with, with migraines they can present at different times in people's lives, so, sometimes they can present as a child, sometimes they can present when they're older. Um, and sometimes they can present, you know, even postmenopausally. So, there's different, there's different ways you can get migraines. Uh, and the reason why this sounds like migraines is because it's on one side of the head. typical of a migraine, you've got blurry vision, again which is very typical, with the nausea and vomiting, that's also typical of a migraine. Now, um, uh, obviously, if the headache is really severe, and I'll suggest some medications you can try, if that doesn't work, we would want to see you, um, as soon as possible, to do like a full neurological exam as well. to make sure that, you know, there's, you know, when we do a more specific examination that, um, everything all seems fine. Um, I I would recommend in the time between now and when we can see you, uh, if you take some medications, maybe something like ibuprofen? So, yes, a migraine, yeah, no, you know, even sooner than that, we can look at maybe half an hour to forty minutes, depending on what your response to it is, for some people, Uh, whatever medications they take the migraine doesn't improve, um, and they can last from anywhere from four hours to seventy two hours, migraines can last. Um, but . No. So, what, there's lots of medication treatments so, there's, it can be ibuprofen with an anti-sickness, um, so and , which you can get from the pharmacy. Um, and you also to drink, uh, sugary and carbonated drinks, something like Coke. For the three of them is, uh, is a good sort of cocktail to start them, then we can go up the treatment ladder, you can get specific migraine relief medication. And that should be something to try between now and when we see you to do the, um, to do the assessment. assessment to where we can see you today at some point. And, but however, if you do take these medications and, you know, by the time your appointment time comes in and you feel much better in yourself, you can cancel it, um, you can give us a call and cancel it. OK. Uh, any, any questions for me? All right. OK. Um, any, any further problems between now and your appointment, please do let us know. OK. Bye.","Hello. Hi. My name is Dr Kumar. One of the duties here. Can I just get you to confirm your name and date of birth for me please? Yes. Date of birth. And your date of birth. Hello. Hi. Hi. Hi. Hi. Hi. Again, how can I help you? So it started this morning with a sudden onset headache. Did it come on suddenly? And did it come on really bad or did it start off like a slight headache and build up to a severe headache? If 10 is the worst pain you've ever felt in your life, how bad would you say the pain was between 1 and 10? Okay, now that's fine. Have you ever had a headache before? Have you ever h",0.3376494023904382,-0.3346989383165718,0.2103951930856475,1.513785179678306,Hallucination Error,hallucination,member_5,,primock_medical_noisy_labels.csv,,,,,/content/primock57/audio/day4_consultation06_doctor.wav,1,3.147883892059326,23.28673516097529,2.6429085731506348,0.0,0.5592105263157895,152,1,0,0.24544145609501727
commonvoice,ls_49,NEAR THE FIRE AND THE ORNAMENTS FRED BROUGHT HOME FROM INDIA ON THE MANTEL BOARD,"near the fire, and the ornaments Fred brought home from India on the mental board.",1.0,-0.235634327,0.001576194,1.108108108,Hallucination Error,hallucination,mishr,,commonvoice_annotation_completed .csv,,,,,,1,5.265550136566162,193.55275995412964,3.794004201889038,0.0,0.8947368421052632,19,1,0,0.18193341611170236
librispeech,1188-133604-0037,EVERY LINE IN WHICH THE MASTER TRACES IT EVEN WHERE SEEMINGLY NEGLIGENT IS LOVELY AND SET DOWN WITH A MEDITATIVE CALMNESS WHICH MAKES THESE TWO ETCHINGS CAPABLE OF BEING PLACED BESIDE THE MOST TRANQUIL WORK OF HOLBEIN OR DUERER,"Every line in which the master traces it, even where seemingly negligent, is lovely and set down with a meditative calmness which makes these two etchings capable of being placed beside the most tranquil work of Holbein or Durer.",1.0,-0.1933734626100774,0.0184871908277273,1.4493670886075949,No Error,no_hallucination,member_1,,librispeech_labels.csv,,,,,,0,5.33170747756958,206.7907634708979,3.508094549179077,0.0,0.9183673469387755,49,0,1,0.6307659773621843
commonvoice,ls_7,HE THOUGHT IT WAS A LAST BURST OF ENERGY HE KNEW HOW CLOSE THEY BOTH WERE TO EXHAUSTION,He thought it was the last burst of energy. He knew how close they both were to exhaustion.,1.0,-0.164912682,0.010001875,1.109756098,Hallucination Error,hallucination,mishr,,commonvoice_annotation_completed .csv,,,,,,1,4.004673004150391,54.853884473531544,3.1050426959991455,0.0,0.95,20,1,0,0.43188692008902363
adversarial,adv_5683-32866-0022,ITS CURTAINS WERE OF THICK AND FADED TAPESTRY,Its curtains were thick and faded top street.,1.0,-0.4117099046707153,0.0538876540958881,0.8490566037735849,Hallucination Error,hallucination,member_4,,adversarial_labels (2).csv,,,,,,1,7.531386375427246,1865.6902585514174,4.965072154998779,0.0,1.0,9,1,0,0.10062004110588689
librispeech_fallback,ls_0057__clean,A RED HAIRED MOUNTAIN OF A MAN WITH AN APPARENTLY INEXHAUSTIBLE STORE OF ENERGY,A red-haired mountain of a man with an apparently inexhaustible store of energy.,0.9285714285714286,-0.1664511639138926,0.00482332194224,1.0526315789473684,Hallucination Error,hallucination,,,librispeech_annotation_noisy.csv,,unknown,clean,,,1,4.714136123657227,111.51243659594245,3.404353380203247,0.0,0.9444444444444444,18,1,0,0.2363348372980193
primock_medical_noisy,mednoisy_day2_consultation06_patient,"Hello. Good morning. Hi, . Yeah, sure. Um, my name is John Doe. Um, and I am twenty seven years old. Um, so, I was born in nineteen ninety one, um, seventeenth of November. Yeah, yeah. , yeah, exactly. I've, I'm , kind of struggling to breathe at the moment. I, I got stung by a wasp, um, recently. Well, I'm not sure whether it's kind of bitten or stung. Um, but I, uh, I'm feeling like slightly anxious that, uh, there's a bit of, I've got a bit of a, a rash on my arm where, i got stung. Um, and, I've, kind of. But yeah, as I say, I've got this difficulty breathing and potentially, um, there's a bit of swelling in my lips. My tongue feels a bit weird. Um, it was, just a few minutes ago. Yeah, it's just kind of on the right-hand side. Um, and it, and it's just a bit sore, maybe it hasn't kind of , fully swollen up yet. Yeah. Yeah . Right. I, I, I , I don't, feel like it's , like particularly acute, but i'm just kind of a bit anxious that it might get a bit worse. I don't, I just wanted to speak to someone. Uh, not that I know of. Uh, I haven't no. Um, I, , I, I find it difficult to tell the difference between a bee and a wasp, but um, , yeah it was one of the two. Yeah, it was on my arm. Uh, yeah sure. Um, it's just, just there. Mm-hmm. It's, it's slightly red, yeah and, and kind of there's, a bit of a, like a hole there, where I think that the wasp, stung me. Uh, . Not particularly. I, I guess it's just a bit kind of blotchy, uh, and a bit of a rash. It doesn't feel like, particularly swollen. Um. Not at the, not at the moment, no. Nothing, nothing yet. Um, I've, I've had eczema before. Um. , that's kind of the, the major thing, nothing, nothing really. Uh, I'm allergic to penicillin. Um, not that I think is, particularly relevant, no. I don't have, I don't have any. Uh, not that I know of, I've , yeah, I've been around dogs and cats, . No. Uh, yeah, uh, sometimes, occasionally. Um, no. No. Yes. Uh, I am a, uh, computer scientist. Yes. Um, I have a cat, at home. Yep. Yeah. Yup . Ah. Right. Yeah. Yeah. Yeah. OK. Uh, no, I think, I think that kind of, that makes me feel a bit better. I guess, can I get that um, can I get the, uh, so the antihistamine from any shop, or like does it pharmacy? OK. OK . OK. Great. Yeah . OK, great. Yeah, that makes sense. OK. Thanks. I appreciate your time. Bye bye, bye.","Hello. Good morning. Hi, how are you? Hello. Yeah, sure. My name is Juan Do and I'm 27 years old. So I was born in 1991, in 17th of May, I was... Yeah, yeah. Yeah, exactly. I'm kind of struggling with the breathing at the moment. I got stung by a lot recently, but I'm not sure whether it's hand-fitting or stung, but I'm feeling like slightly anxious that there's a bit of, I've got a bit of a rash on my arm where I put tongue and I kind of, yeah, as I said, I've got a little bit of ziplocid breathing and potentially there's a bit of swelling in my lip, the tongue feels a bit weird. It was just ",0.5292887029288703,-0.5685178114992169,0.3511786318487591,1.866720298676116,Non-Hallucination Error,no_hallucination,member_5,,primock_medical_noisy_labels.csv,,,,,/content/primock57/audio/day2_consultation06_patient.wav,0,3.3757383823394775,29.245870444887718,2.925929546356201,0.0,0.5426829268292683,164,0,1,0.9353569338171384
commonvoice,ls_21,THEN THE POWERFUL TWIST THAT THRUST IT ASIDE IN AND UNDER THE GUARD,"Then the powerful twist that's rest of the side, in and under the guard.",1.076923077,-0.329305744,0.015908843,1.014084507,Hallucination Error,hallucination,mishr,,commonvoice_annotation_completed .csv,,,,,,1,5.730564117431641,308.1430482216234,3.4006049633026123,0.0,0.8823529411764706,17,1,0,0.13468496839415003
librispeech,2961-960-0003,THEY WERE ABSORBED IN HIS THEOLOGY AND WERE UNDER THE DOMINION OF HIS NAME WHILE THAT WHICH WAS TRULY GREAT AND TRULY CHARACTERISTIC IN HIM HIS EFFORT TO REALIZE AND CONNECT ABSTRACTIONS WAS NOT UNDERSTOOD BY THEM AT ALL,"They were absorbed in his theology and were under the dominion of his name. While that which was truly great and truly characteristic in him, his effort to realize and connect abstractions was not understood by them at all.",1.0,-0.1674393672569125,0.0551734752953052,1.5067567567567568,No Error,no_hallucination,member_1,,librispeech_labels.csv,,,,,,0,4.4794511795043945,88.18626096474878,2.8512425422668457,0.0,0.7906976744186046,43,0,1,0.5482715832830899
primock_medical_noisy,mednoisy_day4_consultation02_patient,"Hello. . Yes, I can hear fine. Uh, I am, uh, Patrick Smith. Uh, thirty five years old. Um, October, seventh. Uh. ninety , three something. Yes. Yes, we are. Yeah. It's, it's really affecting my work. Uh, uh, it comes and goes. Uh. Uh, I kind of, feel like, uh, it's, it's hard 'cause I, I , kinda lose my appetite. Also. Uh, one thing that's kinda weird is, I just sometimes also get like some, tingling in my arms. . And, like, especially if, for example when I, come into the elevator, in the morning. I , I can uh, of have, my heart is beating, kinda fast. Almost randomly like. Yeah, it's, it's, it's at different , times. , one time, one thing at a time. Uh, not really but, generally during, work times. I'm at work, I'm in a meeting, or on my laptop. Um, I can't say, so like, kind of over . , the headache? No, it's mostly in the front, and then yeah, it just kind of stays there. Yeah. , not, not, not really, but it's like, making it hard. I, yeah, I kind of feel a little bit nauseous maybe. Um. And sometimes I also feel like. Uh, yeah. It's like uh, maybe, probably, breathing or something. No . Uh, so. No, I, I feel like my, like, health situation was mostly under control. Yeah . But it , it started roughly when I changed jobs. I'm a lawyer. Yes. Not really. I get it, mostly when I'm, at work. Like fifty-fifty. I go to meetings and then uh, sit in front of a computer. There's a lot of reading. Um. , yeah, it happens then, yeah. Uh, no, I was a lawyer at previous job as well. Think it's, seven, or eight. Yeah, it's like, a law firm, like, there's always pressure. Yeah. Yes. Five pounds. It's not intentional, no. , not really, ah, no. No. Yeah. Both. No. Quick picking , yeah. Yeah. Uh, but like. I would say like, I get this like, feeling of, short , like, , short of breath, sometimes. So, like, that could be what, you we're, referring to. Yeah, no. Yes. Sorry, yeah. No. Yeah. I, I, when I like, it's maybe once a day, uh, maybe more. Uh. There's one more thing that I, I think I should mention, like, I do have like, some loss of libido at home. Same amount of time really, like, since I changed my job. Uh, well I have, hyperthyroidism. Thyroxine. Yes. Yes. Like, once a week, couple of glasses, of wine. No. No. . No. Yeah. Yeah. Yeah. Yeah. Yep. That sounds, uh, very good. Thank you. OK. . Yep . Yep. Yep. Thank you. Right . No, that was it. Thank you very much. Yep , bye.","Hello. Okay. Guess I can hear you fine. I am Patrick Smith. 35 years old. October 7th. October 7th. October 7th. October 7th. Uh... Like... Something. Yes. Yes, we are. Yeah, it's really affecting my work. It comes in and goes. I kind of feel like it's hard, I kind of lose my appetite also. One thing that's kind of weird is I sometimes also get like some tingling in my arms. And like especially for example when I come into the elevator in the morning, I kind of have my heart is beating kind of fast. Oh no, it's randomly like, yeah, it's a different times. What was roughly one time thing at a t",0.492600422832981,-0.5230201335452361,0.4619994880631566,1.2473843243002305,Non-Hallucination Error,no_hallucination,member_5,,primock_medical_noisy_labels.csv,,,,,/content/primock57/audio/day4_consultation02_patient.wav,0,3.627707004547119,37.62644036818227,3.1025807857513428,0.0,0.551948051948052,154,0,1,0.8785520531505909
librispeech_fallback,ls_0043__pink_10dB,HE HAS GONE AND GONE FOR GOOD ANSWERED POLYCHROME WHO HAD MANAGED TO SQUEEZE INTO THE ROOM BESIDE THE DRAGON AND HAD WITNESSED THE OCCURRENCES WITH MUCH INTEREST,"He has gone, and gone for good,"" answered Polychrome, who had managed to squeeze into the room beside the dragon, and had witnessed the occurrences with much interest.",1.0,-0.147774684719923,0.0047488003037869,1.3577235772357723,Hallucination Error,hallucination,,,librispeech_annotation_noisy.csv,,unknown,pink,10.0,,1,4.798722267150879,121.35525881355734,2.9871699810028076,0.0,0.7941176470588235,34,1,0,0.3392496746979642
commonvoice,ls_14,LINNELL'S PICTURES ARE A SORT OF UP GUARDS AND AT EM PAINTINGS AND MASON'S EXQUISITE IDYLLS ARE AS NATIONAL AS A JINGO POEM MISTER BIRKET FOSTER'S LANDSCAPES SMILE AT ONE MUCH IN THE SAME WAY THAT MISTER CARKER USED TO FLASH HIS TEETH AND MISTER JOHN COLLIER GIVES HIS SITTER A CHEERFUL SLAP ON THE BACK BEFORE HE SAYS LIKE A SHAMPOOER IN A TURKISH BATH NEXT MAN,"Linnell's pictures are a sort of Up Guards and Adam paintings, and Mason's exquisite idles are as national as a jingle poem. Mr. Birkut Foster's landscapes smile at one much in the same way that Mr. Carker used to flash his teeth. And Mr. John Collier gives his sitter a cheerful slap on the back, before he says, like a shampoo and a Turkish bath. Next man!",1.0,-0.354710714,0.010752319,1.260600677,Hallucination Error,hallucination,mishr,,commonvoice_annotation_completed .csv,,,,,,1,5.1453351974487305,171.62900463473278,3.6738317012786865,0.0,0.7666666666666667,90,1,0,0.1705293286966816
