dataset,sample_id,reference_text,pred_text,wer,avg_logprob,no_speech_prob,compression_ratio,label_3class,hallucination_binary,annotator_id,notes,source_file,meeting_id,speaker,noise_type,snr_db,audio_path,y,lm_avg_neg_logprob,lm_perplexity,lm_surprisal_std,repetition_ratio,unique_token_ratio,token_count,true,pred,score
commonvoice,ls_51,IROLG LOOKED AMAZED AT THE SUDDEN FURY OF THE ATTACK THEN SMILED,"I rolled, clicked the maze at the sudden fury of the attack, then smiled.",1.166666667,-0.315823269,0.015230123,1.028169014,Hallucination Error,hallucination,mishr,,commonvoice_annotation_completed .csv,,,,,,1,5.662527084350586,287.87520905770384,4.580839157104492,0.0,0.8235294117647058,17,1,0,0.31045425501824697
adversarial,adv_3729-6852-0032,SIMPLY BY STOPPING HER CARRIAGE TWO OR THREE TIMES BEFORE THE SHOP TO HAVE HER SNUFF BOX FILLED AND BY SAYING ALOUD TO THE YOUNG GIRL WHO HANDED BACK THE BOX THAT HER SNUFF WAS THE VERY BEST IN PARIS,"Since she was about to be her character two or three times before the shot, an adverb turned off still, and by saying aloud to the young girls who managed to act the most at first not, was a very apt encounter.",1.05,-0.759502615247454,0.334631472826004,1.4583333333333333,Hallucination Error,hallucination,member_4,,adversarial_labels (2).csv,,,,,,1,4.972865581512451,144.44020006444393,2.8924789428710938,0.0,0.851063829787234,47,1,0,0.2977436960841553
primock_medical_noisy,mednoisy_day4_consultation07_patient,"Ohh yes, I can. Can you hear me? Uh , my name's Vincent. Uh. Uh, ninth of May, two thousand and sixteen. Yeah. Yeah , I am. Yes, yes I am. Yeah, so, have a . I've been having a cough and a sore throat, for about a week, and, it's been causing me problems. I've had to stay away from work, for about three or four of those days, because of how bad is . Yes. Uh, the, sore throat came first, and then, after a day or two, the cough. No, it's very dry. OK . , well. I mean, you , you know how, we all are. Once this happens, you Google it and, there seems to be, all kinds of bad things it could be. It could be, could be a cold or, flu obviously, but it could also be tuberculosis. It could be, cancer always comes up so. It'll be good if, none of those. OK. Uh. Uh , well, uh yeah, so reassurance. So like, hopefully some sense that it's not anything too serious. But also, is there anything you can prescribe me to make it better? Or any advice? Or maybe even a sick note. So that, if I need to stay away from work for a bit longer, I can get one. OK . No . Yes, yes, I've been having shortness of, . Yeah, I've been having shortness of breath, yeah. Uh , yeah, a bit of both . Yes. . So, so the sore throat, so today's Friday , sore throat was about, last week, Friday or Thursday. Cough was Saturday or Sunday. So the, so the, shortness of breath was I think, shortly after the cough. So maybe a day or two later. So, three, four days ago. No, no, it's the same throughout the whole day. Ohh yeah, it's, it's like, so when I'm doing walking . Um, and I do exercises now and then . So it, it hasn't been . Superbad like, hasn't stopped me from doing any of those things, but it's been pretty unusual, and a little bit worrying. No, just, no, no , past medical history, no. No. Well, my mother had lung cancer. No. Don't know with asbestos. Ever smoked, . I mean, once or twice in Amsterdam, if that counts, but, not really. Uh. No, no. Not to any medication, but I'm allergic to peanuts. No, no, that's the only one. Just lung cancer, from my mother. No, it seems to be , entirely with just my throat. So like, my nose is like, . Uh, no, so I, I , I haven't always lived in the UK. Like, so I was born in the US, and moved over. Well, it was twelve years ago, but, in terms of recent travel. Just to Europe, nowhere too exotic. Yeah, so, a little bit feverish, uh, um, at first. So the first three or so days of this, but then it, the fever's gone away. Yeah, I was just gonna say, also had a bit of a headache. But like, headaches that come and go rather, but like, right now it's fine. , so it's like, it's up and down. So, so let's see, so I, , it started last week, and I stayed home from work two days this week. I think it was maybe, Tuesday and then Thursday. So like, I felt better and then worse again, and then better and then worse again. So it's been, yeah, a kind of constant, but constant and being, variable, if that makes . So no weight loss, but I have been, have been losing my appetite recently. And I mean, I usually eat a lot so, and I, and I enjoy eating as well, but like, so that's been a bit concerning. Yes. Yes. No. Not that . No. Not . Ohh, we can try . Uh. No. Mm-hmm . Ohh yeah, yeah. Yeah. All right . Have a good day. Bye.","Hey, yes, I can't hear me. Hey, my name's Vincent. 9th of May 2016. Sorry. Yeah, yeah, yeah. Yes, yes I am. Yeah, so I have a call that I've been having a cough and a sore throat for about a week and it's been causing me problems. I've had to stay away from work for about three or four of those days because of how bad it is. Yes. The sword throw it skin first and then after deal to the cock No, it's very dry Okay Well, I mean, you know how we all are. Once this happens, you Google it and it seems to be all kinds of fan things. It could be a cold or flu obviously because we tube the I'll say th",0.5201793721973094,-0.5403108942408205,0.2725371574641953,1.5815838283853856,Hallucination Error,hallucination,member_5,,primock_medical_noisy_labels.csv,,,,,/content/primock57/audio/day4_consultation07_patient.wav,1,3.793001413345337,44.3894315674676,3.073639154434204,0.0,0.6075949367088608,158,1,0,0.4687754117635853
primock_medical_noisy,mednoisy_day1_consultation07_patient,"Hello? Yes, yeah I can, I can, cheers. Uh, I am not feeling, very well. And I haven't been feeling well, for, a good few days, now, and, I'm really hoping you can do something about it, because it's been, bugging me, for a while now. Uh, I just feel a bit, run-down, you know I've got, a cough, a cold. You know, my wife's been nagging me. I just, it's just all, yeah, it's just, that, that, that's it, that's it. Uh, yeah, yeah, mean, mostly, dry it's a , you know it's a wee bit in the morning it's a bit worse uh, but , and you know it's, it's fairly, fairly dry, aye. Yeah, yeah, yeah, yeah, yeah, yeah. I don't like to admit that it's, you know it's talk about but, yeah it's , aye, aye. It's a wee bit, wee bit uh, yeah. Yeah, yeah, yeah, aye, aye you're right. Is that, is that coming through loud and clear on the phone yeah the, the sniffling, yeah, . Yeah , ugh, yeah, yeah. I've, I've had a bit of a sore throat. I mean, I, you know, , I'm doing a lot of uh, you know I'm, , watching the, watching the football as well. So I do a lot of shouting at that, but uh, uh, uh, I'm not sure if that's related or not. Uh, well it's a team, called, Partick Thistle. And they're in the, they're not even in the top division, uh, of the Scottish, league. They're actually in the, the, the championship, which is the league below that, and they're, bottom of the table. So I've been, shouting myself a wee bit hoarse, 'cause their performance has been, uh, pretty shite, if I'm being honest with you. . , yeah, yeah, yeah. , aye, I mean aye, I, I shave, every day so I'm, I'm looking at myself, it's not, not, not a pretty sight to be honest at the best of times but it's been a, wee bit, a wee bit rough, uh, the last few days for sure. Ohh right, right aye. , sorry you mean I'm looking ah right yeah uh. , no I , I don't, I don't really like to look, you know to look at it so I, I, I haven't, haven't tried to do any of that. Uh, yeah, , a, a wee bit I mean . You know, I'm fit, I'm , I'm fifty years old now and my, my hearing's, you know it's not as good as it used to be but, you know I , I, I think, I think it's all right, it's all right. Uh. Uh, no. No , no it's, it's not . No, no, no, . , sorry, what was that? No it's, it's, it's, it's not, it's not good. It's not good. No. No, no. Yeah, yeah. No, no it's, it's, it's weird, it's, it's just, you know it's just a wee bit, it's just a wee bit shortness of breath, but it's not, , it's, it's not, it's not pain, you know, as such. Yeah, yeah that's, that's, that's, that's definitely something I've noticed. Like, you know in, in bed with the wife and having to, you know get out and, get the blanket off, and put it back on again it's, it's not, it's not pleasant. I mean, I'm keeping her up at night as well, which is a, bloody nightmare but, I mean, you know how these things are. But uh, no I mean, no you know, you know, I can, I just feel it in my forehead but, I mean, I haven't, haven't, you know, used a thermometer or anything. Uh, the, the first, the first day I had, you know a wee bit, of uh, , you know uh, you know the rot like, a wee bit of diarrhoea. You know but, but that, that's, that's fine, now. Um, and, , yeah but, but apart from that, , no. Uh, yeah I mean I'm, I'm, I'm trying to and I think what, what is you , you starve, a cold and you, feed the. I, can't remember what it is, but I think I've, uh, my appetite's been, been all right yeah, yeah. I'm trying to, trying to keep, keep the fluids up as well you know, I hear that's what you should do. Yeah. Yeah it's, it's, it's just been a wee . I mean again, you know I'm , I'm getting a just a wee bit older now so it, it's, it's not something that I, I was thinking about but, I have, I have noticed like when I, you know, when I'm bending down and. Know moving about, it's just, a wee, a wee bit stiffer than, than normal. , you know and I'm, I think that might be to do with whatever this. Thing is, but, again it's, you know, I'm just getting on. It it's, just kinda, like you know when you're, when you're bending like, elbows and knees and just, just a wee bit, kinda stiff, you know? Yeah. Yeah I would say what day is it today? It's uh, , Wednesday, so it would have been, what is it Saturday, 'cause I was out. Yeah I was out having dinner, and then, yeah I, I came, yeah, yeah, yeah it would have been that. 'Cause I was out, for my wife's, uh she's, she was, doing this wee thing, we had a wee bit of a celebration, so we were out for that. And I remember saying to her, it was like you know what? I'm, I'm, I'm not feeling, great. You know I , I stuck it out with her but, aye, it would have been that, Saturday. So, what's that about five, five days ago? Yeah, yeah, yeah, yeah. No I haven't been, haven't been , I mean, as I said, I was out with my wife. I don't know whether it's like, you know, the restaurant we went to was like, it was like, pretty good, so I wouldn't have expected them to be serving me anything. Dodgy or anything like that but, I , I, I, I don't know, you know. So, , nothing that I can see. Well, my wife, has just been, uh, promoted. So, she's now going to be, uh, a head teacher, of, of primary school. So, just took her out. . Yeah, wee, a wee night on the tiles, for that, so uh, it was good, . Yeah, yeah. Uh, I mean , I'm a , I'm a wee bit, on the chunky side. You know, uh, you know I've, I've got a wee bit, a wee bit round the midriff, the spare tyre's, definitely there. Uh, and I've, I've got the uh, I've got the diabetes. Uh, it's, it's uh, type, two, two. Aye, type one, , aye, aye. 'Cause he said, the doctor I spoke to, he was sort of saying like, you know, as a bigger guy, it's, it's kinda, it's kinda like, yeah, and . And uh, aye, when I was speaking to uh, it was this, it was other, another doctor I spoke to a while ago but. Aye when he, took the, when he was telling me this as well he, took my blood pressure and that said that was, that was high, uh, high, higher than it should be. . Yeah, yeah. Uh, give me, I'm just gonna check. It's, it's, let me know if I'm pronouncing this correctly 'cause I haven't got, I haven't got my glasses with me. So, it's , Metformin? and, and there's another one, , Lisinopril? Is that? Yeah, . I mean that's those two, I had, I've got them written down a wee bit of paper so. Uh, no, no, just, just, just those two. Yeah, I mean a wee bit of like , a wee bit of Aspirin or whatever every now and again, but you know nothing long-term. Uh, not that I'm, not that I'm aware of. You know, I mean, what, what are the, what are the allergies you get? Just, you know, nah, not. Right ah, yeah. No, nothing, nothing that, nothing that I'm aware of, doctor's never said nothing to me, so. Uh, no, no, kids, the kids have uh, they've flown the nest. So uh, now it's just me and the missus, you know, good life. Uh, I am . Yep, yeah, yeah um, . Uh, well I'm, it's one of the, there's a wee factory, just uh, down the road, um, so we just you know, we just manufacture like uh. Uh, it's like, kind of steel, steel parts, uh, things like that. You know, so it's a, good wee job, you know, keeps us, a roof over the, over us. Yeah , yeah, aye, exact, exactly . Uh. I, I do, I do like a wee drink. Uh, aye the doc, the old, doctor I had, he, he, he did say I was drinking just a wee, a wee bit too much. I mean I'm not like, you know I'm not, not an alky or anything, but just, just uh, yeah, do like a few, a few pints every now and again. Uh, pints? . You know, maybe, maybe what like four, four pints on like Saturday and then, you know on, Sunday as well, , maybe like. Nine, nine pints in a week, I would say. Uh, ugh, , a wee, every now and again, but I'm, I, I am trying to cut that down. I've got a wee uh, what are those wee things called? The wee vaporisers. Yeah I've got, I got, I got myself one of those, so I've been, I've been cutting down on the cigarettes. Uh, and I just got this wee, this wee thing, it's great, it is, it's actually like amazing, by the way. Thank you. Mm-hmm. Right. Yes , aye. Aye. Right, so , so if, so if I'm, I just , just lie down and take it easy. If I'm still, feeling a bit rubbish then, I go in, I . All right, OK. OK, so I just, plenty of rest, lots of water, hopefully this thing pass. Right, that is, that's perfect, that's just what, , what I wanted to hear. Cheers. Aye, I hope so, I hope so. It's not, not looking too good, but uh, aye. Right, cheers, cheers, .","Hello? Yes, yeah, I can. I can choose. I am not feeling very well and I haven't been feeling well for a good few days now and I'm really hoping you can do something about it because it's been bugging me for a while now. I just feel a bit run down, you know, I've got a cough, a cold, you know, it's just been nagging me, it's just all, yeah, it's just, that's it, that's it. Yeah, yeah, I mean, mostly dry, you know, it's a wee bit. In the morning it's a bit worse, but you know, it's fairly dry. Yeah, yeah, yeah, yeah, yeah. I don't know if I've met that, it's, you know, not something I would talk",0.5325714285714286,-0.434454919741372,0.5355956902513739,1.6871449318230165,Non-Hallucination Error,no_hallucination,member_5,,primock_medical_noisy_labels.csv,,,,,/content/primock57/audio/day1_consultation07_patient.wav,0,2.481295108795166,11.95673967332874,2.113041877746582,0.0,0.3930635838150289,173,0,1,0.6254160805165077
adversarial,adv_8230-279154-0002,WHETHER OR NOT THIS PRINCIPLE IS LIABLE TO EXCEPTIONS EVERYONE WOULD AGREE THAT IS HAS A BROAD MEASURE OF TRUTH THOUGH THE WORD EXACTLY MIGHT SEEM AN OVERSTATEMENT AND IT MIGHT SEEM MORE CORRECT TO SAY THAT IDEAS APPROXIMATELY REPRESENT IMPRESSIONS,"When they're not dispensable and reliable to exceptions, everyone would agree that it has a broad measure of truth. The other word is exactly what might seem to overstate. And it might seem more correct to say that I did it across the country to represent the impressions.",1.170731707317073,-0.5106453062996031,0.1536045372486114,1.5027624309392265,Hallucination Error,hallucination,member_4,,adversarial_labels (2).csv,,,,,,1,4.675175189971924,107.25135480812435,3.1913914680480957,0.0,0.8,55,1,0,0.3313825454548723
commonvoice,ls_36,I HOPE HE DOESN'T WORK TOO HARD SAID SHAGGY,"I hope it doesn't work too hard, since shaggy.",0.888888889,-0.259238243,0.002833085,0.851851852,Hallucination Error,hallucination,mishr,,commonvoice_annotation_completed .csv,,,,,,1,4.4135942459106445,82.56569222750619,3.1059999465942383,0.0,1.0,14,1,0,0.21613951317218738
adversarial,adv_2961-960-0003,THEY WERE ABSORBED IN HIS THEOLOGY AND WERE UNDER THE DOMINION OF HIS NAME WHILE THAT WHICH WAS TRULY GREAT AND TRULY CHARACTERISTIC IN HIM HIS EFFORT TO REALIZE AND CONNECT ABSTRACTIONS WAS NOT UNDERSTOOD BY THEM AT ALL,"They were absorbed in theology and were under the command of the three. While that was truly great and truly direct to this element, this approach realized in the last instructions was not understood by them at all.",1.0,-0.4890616734822591,0.1993405371904373,1.5140845070422533,Hallucination Error,hallucination,member_4,,adversarial_labels (2).csv,,,,,,1,4.790421962738037,120.35214206961564,3.2585511207580566,0.0,0.7804878048780488,41,1,0,0.3438217128380083
primock_medical_noisy,mednoisy_day4_consultation04_doctor,"Hi. Hi. How are you? OK. My name is Doctor . I'm one of that work for Babylon . Can I confirm your name and date of birth, please? OK. And, are you in a space that's quiet and private? OK. And, you mentioned that you are wheezy. Can you tell me a little bit more about that? OK. So, you were cleaning the house two days ago. And, that's when it first started? Did the wheezing start suddenly, or was it gradual? And, has it got worse over the past two days? OK. And, have you taken anything for the wheeze? OK. And so, and the wheeze has been getting worse. And, today you're particularly worried. Is it because you're finding it hard to breathe or finding it hard to talk? OK. OK. And, when you can breathe, and you take a deep breath, do you notice any pain? OK. And, have you noticed yourself feeling dizzy or the rooms spinning more than normal? OK. And, have you been eating and drinking OK, particularly water? OK. And, are you normally fit and well ? Or do you have any other medical problems? And, when you get hay fever, do you take any medications for it? OK. And, your asthma, did it resolve when you were a child? OK. So, do you still have your inhalers? OK. But, you don't see your doctor regularly for asthma? OK. And, apart from this, do you know if you're allergic to anything? OK. And, how far are you away from a doctor's surgery at the moment? How far are you away from a doctor's surgery at the moment? OK, good. So, given that you've had a history of asthma when you were a child, And, you get hay fever sometimes in the summer. Your shortness of breath. Hi. I've lost, um, video signal. Can you still hear me? So, given you've got a history of asthma and hay fever. This could be one of two things. But, we want to rule out asthma or an allergy first. So, what you'll need is visit one of our clinics, so we can do some more tests. Such as check your . So, the first thing we would do, is use a small device on your finger, to check the amount of oxygen in your blood. And, from that we can tell if it's asthma or something else. Before this happens, if you've got something, like an antihistamine, which you normally take for hay fever at home, I would take one, just in case it is an allergy you've had from the dust. You might be able to get one on your way to the doctor's surgery. If not, they can prescribe you one. Yes. And it, they're normally about four to six pounds. Is there anything else that you're particularly worried about, you want to ask me? Yes, that is. And, you may need to take some steroids now. But, we cannot, we, we won't be able to know until we've done those tests first. Cool. So, I'm gonna write a letter for your GP, just to let him know what's happened. And, the consultation with the GP in person shouldn't take too long. Probably ten minutes. Cool. Um, you should get the letter over the app. And then, we can, you can take yourself to the GP. Cool. OK, bye.","Hi. Hi, honey. Okay, I am talking to you. I wonder if you can talk about the problem. Can I explain your name a little bit? And even the state that's higher and higher. And you mentioned that you're easy. You need to get this very low level. So you were cleaning the house two days ago and that's when it first started? Did the leasing start suddenly? Has it got worse over the last two days? Okay. And have you taken anything for release? Okay. So, and Louise has been getting back to us and today you're particularly worried, is it because you're finding out to release or finding out to stop? Okay",0.4734982332155477,-0.6092600058373701,0.4981963305637754,1.3794939182978028,Hallucination Error,hallucination,member_5,,primock_medical_noisy_labels.csv,,,,,/content/primock57/audio/day4_consultation04_doctor.wav,1,3.7899580001831055,44.254541554308624,2.7785909175872803,0.0,0.6014492753623188,138,1,0,0.47329763025467814
primock_medical_noisy,mednoisy_day1_consultation14_patient,"Hello? Uh, yeah. Uh my name is April, and I'm fifty. Well I've just been having this like, cough, for quite a few days. And my nose is running. Um and it's just been super annoying, and it's not going away. Uh I think it started like maybe, a bit less than a week ago. Like maybe, maybe five or six days ago. Uh, it's just so continuous. It's really, really frustrating. It's quite dry. And it's just all day, it like keeps me up at night as well, which is really annoying. I mean, apart from, I mean the coughing is giving me a sore throat. But it's not like, you know not more than, than that. You know just, just my throat is irritated from coughing. But it's not like, it's not that bad when I swallow or anything. No.They feel OK, actually. Yeah. . Nothing, nothing on the ears. Um, I don't think so. Like, I guess I get laboured when I'm coughing and I can't breathe. But I, not, yeah, not, I, I don't think so. Not really. I don't feel restless. No, I feel you know, generally tired. So like, yeah, but not, not anything special with my chest. No not, not that either. Um I've been having like, like shivers, even when I'm in, when I'm in bed. You know like, when you, when you go to sleep and, and you feel like I I should be warm. But I'm still, still you know, shivering a little bit. But I haven't taken my temperature, so I'm not a hundred percent sure if I had a fever. But it feels like I probably did. 'Cause I was just, I was next to my boyfriend. And he was completely warm and totally fine. And I just like couldn't stop shivering. And kept adding more sweaters on, and I was still cold. No. No, no nausea. No vomiting. Like, um yeah, nothing like that. Um, I mean it's OK. I, at the beginning, like when I was starting to have the , the , the coughing and stuff. Um, I had a little bit of diarrhea. Um but, but it didn't, it didn't cut my appetite or anything. I just like, my stomach wasn't feeling great. Yeah, yeah. It got better. It was only like the first, like it started at the same time as the cough started. And then it stopped. So I thought everything would be fine. But then the cough just kept going. With my what? Ohh. Uh, no. No no, it's fine. No. I, I drank loads of water, when I started having the diarrhea. Now that it stopped, I just went back to normal. Uh like my, you know when I had the, when I was telling you I had like the, I had chills, and I was really cold. My muscle was really hurting. Sometimes I do pilates. But like, it's hurting me so much at the moment. Um so, to be honest, all I feel like doing is just lying in bed. Yeah, right . Especially like in my arms, my legs, like just everywhere basically. Yeah, pretty much. Am I normally what? Uh, well I have type two diabetes. And I have quite high blood pressure. Um I take Metformin for the diabetes. And I take Lisinopril for the high blood pressure. No. No allergies. Uh my dad also has type two diabetes. But I think that's it. I just regularly go see a doctor. Um, that just checks up on it. Same with the high blood pressure. Like I, I have it under control. And since I've started taking this medication, I've just been like regularly checking that it, it's under control. Uh just, it's just me and my partner. Yeah he has none of this. Like he's just going ahead like, like nothing. Like I was a bit worried that I would pass it to him but, not uh, diarrhea, nothing, fine. Uh, yeah I am working. But the, the first day I skipped. because I was feeling just too shit. Um, but then, I just felt like had to go back, 'cause I had so much to do. So I've been going in. But it's not been fun. Uh, I am a developer. yeah. Work in IT. not too active a job. Uh, yeah. Not more than usual. I don't think it's related to stress. Like I, I don't feel like I've had a particularly hard time at work that way. Um I've been able to take a day off to try and recover. So yeah, I don't think it's related. I used to, but I've stopped for about six months now. I mean, yeah I, I don't think I drank that much. Like, I I don't really know how you count the units. So I guess like I don't drink more than like, like, let's say three evenings a week? And I rarely get like properly drunk, or anything. Wine, mostly. Uh, I'd say like maybe two or three glasses. Yeah? I should cut down on it. OK. Yeah. What, what should I do if it just keeps going on and on? Like if it's still going on in, in say four days? Do you think I should keep going to work? Or do you think I should just OK. OK. Thank you. OK. But otherwise, I don't need to worry. OK. Alright. Thank you very much. Thank you. Bye!","Hello? Uh, yeah. My name is April and I'm 50. Well, I've just been having this like cough for quite a few days and my nose is running. Um, I've just been super annoying and it's not going away. I think it started like maybe a bit less than a week ago, like maybe five or six days ago. Oh, yeah. It's just so continuous. It's really, really frustrating. It's quite dry and it's just all day, like keeps me up at night as well, which is really annoying. I don't know. I mean, apart from, I mean the coughing is giving me a sore throat, but it's not like, you know, not more than the, you know, just, ju",0.3617486338797814,-0.43333539509912,0.2380107764111853,1.38430157796132,No Error,no_hallucination,member_5,,primock_medical_noisy_labels.csv,,,,,/content/primock57/audio/day1_consultation14_patient.wav,0,3.1005375385284424,22.209886743105752,2.7569985389709473,0.0,0.5159235668789809,157,0,1,0.5370931740187007
commonvoice,ls_9,HE WAS IN REVERIE SLIDING ALONG THE BORDERS OF CONSCIOUSNESS,"He was in the river, sliding along the borders of consciousness.",1.1,-0.325996757,0.013356487,0.955223881,Hallucination Error,hallucination,mishr,,commonvoice_annotation_completed .csv,,,,,,1,5.110592365264893,165.7685213097022,3.9623992443084717,0.0,0.9230769230769231,13,1,0,0.2547088450511951
adversarial,adv_7127-75947-0003,YES THE CHARACTER WHICH YOUR ROYAL HIGHNESS ASSUMED IS IN PERFECT HARMONY WITH YOUR OWN,"Yes, the character, which you were while behind us assumed, is in perfect harmony with your own.",1.1333333333333333,-0.446178674697876,0.1158660128712654,1.1294117647058823,Hallucination Error,hallucination,member_4,,adversarial_labels (2).csv,,,,,,1,4.850845813751221,127.84848013002723,2.5950887203216553,0.0,0.9047619047619048,21,1,0,0.2661919480678489
adversarial,adv_672-122797-0059,ONLY THAT ONE ANSWERED THE TREE,Only Act 1. Answer the question.,1.0,-0.8693081048818735,0.1557465642690658,0.8,Hallucination Error,hallucination,member_4,,adversarial_labels (2).csv,,,,,,1,5.214737415313721,183.96350863668127,4.140139102935791,0.0,0.875,8,1,0,0.2820109117265173
librispeech_fallback,ls_0007__babble_10dB,HE THOUGHT IT WAS A LAST BURST OF ENERGY HE KNEW HOW CLOSE THEY BOTH WERE TO EXHAUSTION,He thought it was the last burst of energy. He knew how close they both were to exhaustion.,1.0,-0.194943790435791,0.0185582507401704,1.1097560975609757,Hallucination Error,hallucination,,,librispeech_annotation_noisy.csv,,unknown,babble,10.0,,1,4.004673004150391,54.853884473531544,3.1050426959991455,0.0,0.95,20,1,0,0.24292371370329655
