dataset,sample_id,reference_text,pred_text,wer,avg_logprob,no_speech_prob,compression_ratio,label_3class,hallucination_binary,annotator_id,notes,source_file,meeting_id,speaker,noise_type,snr_db,audio_path,y,lm_avg_neg_logprob,lm_perplexity,lm_surprisal_std,repetition_ratio,unique_token_ratio,token_count
adversarial,adv_3570-5696-0007,THE USE OF THE WORD WASTE AS A TECHNICAL TERM THEREFORE IMPLIES NO DEPRECATION OF THE MOTIVES OR OF THE ENDS SOUGHT BY THE CONSUMER UNDER THIS CANON OF CONSPICUOUS WASTE,"In use of the word race and training, we'll turn it down to find no verification of the logistics of the N-Sport that comes to the underage camera from the T-Sport.",1.0,-0.946597555409307,0.1339214593172073,1.3553719008264462,Hallucination Error,hallucination,member_4,,adversarial_labels (2).csv,,,,,,1,5.10610818862915,165.02685011460932,3.6243114471435547,0.0,0.7631578947368421,38
adversarial,adv_7176-88083-0027,THEN THE LEADER PARTED FROM THE LINE,"In the near, part of the mind.",1.0,-0.621002197265625,0.296956330537796,0.8571428571428571,Hallucination Error,hallucination,member_4,,adversarial_labels (2).csv,,,,,,1,5.07819938659668,160.48482448374992,3.142113208770752,0.0,0.8888888888888888,9
adversarial,adv_260-123288-0010,ON THE MAST ALREADY I SEE THE LIGHT PLAY OF A LAMBENT SAINT ELMO'S FIRE THE OUTSTRETCHED SAIL CATCHES NOT A BREATH OF WIND AND HANGS LIKE A SHEET OF LEAD,"I'm an ass-barred, I see the light play, I'm a land of the same devil's fire. The outstretched film catches my breath from men, and hangs like sheath lead.",0.967741935483871,-0.783411423365275,0.158573105931282,1.2916666666666667,Hallucination Error,hallucination,member_4,,adversarial_labels (2).csv,,,,,,1,5.370234966278076,214.9133591643196,3.1962411403656006,0.0,0.8571428571428571,42
adversarial,adv_1284-1180-0018,IT TAKES ME SEVERAL YEARS TO MAKE THIS MAGIC POWDER BUT AT THIS MOMENT I AM PLEASED TO SAY IT IS NEARLY DONE YOU SEE I AM MAKING IT FOR MY GOOD WIFE MARGOLOTTE WHO WANTS TO USE SOME OF IT FOR A PURPOSE OF HER OWN,"It takes me several years to make this magic happen. But at this moment I need to say the very best thing I've ever done is to say I'm making it the magic of my tomorrow. Who wants to do something for her, her business and her own.",1.0,-0.6956968463835169,0.3247038424015045,1.5,Hallucination Error,hallucination,member_4,,adversarial_labels (2).csv,,,,,,1,3.432587146759033,30.956628578821736,2.5390748977661133,0.0,0.7592592592592593,54
adversarial,adv_8463-287645-0001,IT IS HARDLY NECESSARY TO SAY MORE OF THEM HERE,The etern has served to turn more of him here.,1.0,-1.3055821827479772,0.152217835187912,0.8679245283018868,Hallucination Error,hallucination,member_4,,adversarial_labels (2).csv,,,,,,1,6.1321516036987305,460.42574944223765,2.5648298263549805,0.0,1.0,12
adversarial,adv_7127-75946-0009,NOT AT ALL YOU ARE ON THE CONTRARY MOST AGREEABLE TO ME,"Not at all. You are on the contrary, mostly agreeable.",1.0,-0.5228013431324678,0.1917279213666916,0.9,Non-Hallucination Error,no_hallucination,member_4,,adversarial_labels (2).csv,,,,,,0,4.793103218078613,120.67526989380775,3.3902132511138916,0.0,0.9230769230769231,13
adversarial,adv_8224-274381-0002,WHILE THE FORMER FORETOLD THAT THE SCOTTISH COVENANTERS WERE SECRETLY FORMING A UNION WITH THE ENGLISH PARLIAMENT AND INCULCATED THE NECESSITY OF PREVENTING THEM BY SOME VIGOROUS UNDERTAKING THE LATTER STILL INSISTED THAT EVERY SUCH ATTEMPT WOULD PRECIPITATE THEM INTO MEASURES TO WHICH OTHERWISE THEY WERE NOT PERHAPS INCLINED,One former or poem had the Scottish cabineters who were secretly forming the rule of the English Parliament and inculcated incessantly preventing them by some goodness and thinking. America still insisted that every such attempt would precipitate their intermissions to which otherwise they were not perhaps inclined.,1.0,-0.4983638934235074,0.174367144703865,1.5388349514563109,Hallucination Error,hallucination,member_4,,adversarial_labels (2).csv,,,,,,1,6.049605369567871,423.9456951563375,4.253582000732422,0.0,0.9107142857142857,56
adversarial,adv_7021-85628-0002,HE WAS SUCH A BIG BOY THAT HE WORE HIGH BOOTS AND CARRIED A JACK KNIFE,"He was sought of able, and he was on loop, and carried to Jack Night.",1.0,-0.7601513181413923,0.1834887415170669,1.0298507462686568,Hallucination Error,hallucination,member_4,,adversarial_labels (2).csv,,,,,,1,6.408710479736328,607.1102950462129,3.7007713317871094,0.0,0.8333333333333334,18
adversarial,adv_6829-68771-0010,THE FAIRVIEW BAND WAS ENGAGED TO DISCOURSE AS MUCH HARMONY AS IT COULD PRODUCE AND THE RESOURCES OF THE GREAT HOUSE WERE TAXED TO ENTERTAIN THE GUESTS,"The fair new air was engaged to discourse as much harmony as it could produce, and the resources of the great House would have to entertain the guests.",1.037037037037037,-0.5158487592424665,0.1029691323637962,1.3130434782608695,Non-Hallucination Error,no_hallucination,member_4,,adversarial_labels (2).csv,,,,,,0,5.247673511505127,190.12343355244607,3.7743940353393555,0.0,0.8666666666666667,30
adversarial,adv_2830-3980-0029,ALTHOUGH THE BRETHREN WITH ME ARE NOT APOSTLES LIKE MYSELF YET THEY ARE ALL OF ONE MIND WITH ME THINK WRITE AND TEACH AS I DO,"Although I'm not going to be out of hospital myself, but they're all the money I'm getting, right, in the same shoes I did.",0.9615384615384616,-0.7492925326029459,0.2360470592975616,1.2058823529411764,Hallucination Error,hallucination,member_4,,adversarial_labels (2).csv,,,,,,1,3.556396007537842,35.03669733675111,2.2608766555786133,0.0,0.8064516129032258,31
adversarial,adv_5142-36377-0019,WHEN I ADDRESSED HIM HE ANSWERED CONSTRAINEDLY,When I address the demands of concern.,0.8571428571428571,-0.7862853136929598,0.1628370583057403,0.8260869565217391,Hallucination Error,hallucination,member_4,,adversarial_labels (2).csv,,,,,,1,5.680249214172363,293.02244617023695,3.6866140365600586,0.0,1.0,8
adversarial,adv_1089-134686-0005,THE MUSIC CAME NEARER AND HE RECALLED THE WORDS THE WORDS OF SHELLEY'S FRAGMENT UPON THE MOON WANDERING COMPANIONLESS PALE FOR WEARINESS,"The music came nearer and he recalled the words, the words of Shelley's fragment, of all the moving, wandering, and magnanimous, pale, folkloriousness.",1.0454545454545454,-0.8342738378615606,0.1636367291212082,1.3245614035087718,Hallucination Error,hallucination,member_4,,adversarial_labels (2).csv,,,,,,1,5.249882221221924,190.54382511808896,3.420623302459717,0.0,0.7142857142857143,35
adversarial,adv_6930-76324-0007,NOW WHAT HAVE YOU TO SAY CYNTHIA SPRAGUE,"Now what have you to say, Sidious Rout?",1.0,-0.469778569539388,0.0494328700006008,0.8297872340425532,Non-Hallucination Error,no_hallucination,member_4,,adversarial_labels (2).csv,,,,,,0,5.785482883453369,325.53919965764396,3.6284360885620117,0.0,1.0,11
adversarial,adv_8455-210777-0044,I WAS TO BE TAKEN AWAY AND CARRIED TO ENGLAND OR ELSEWHERE OR DROWNED UPON THE VOYAGE IT MATTERED NOT WHICH,"I was in D.O.A. in Paris, England, in Hellsburg. It was your own home, of course, no matter how much.",0.9523809523809524,-0.6735918145430716,0.1902509480714798,1.074468085106383,Hallucination Error,hallucination,member_4,,adversarial_labels (2).csv,,,,,,1,4.000380039215088,54.618903414527686,2.91304349899292,0.0,0.6875,32
adversarial,adv_3570-5694-0018,THE WEARERS OF UNIFORMS AND LIVERIES MAY BE ROUGHLY DIVIDED INTO TWO CLASSES THE FREE AND THE SERVILE OR THE NOBLE AND THE IGNOBLE,"The wearers of uniform deliveries may be directly divided into two classes, the three and the so-called, for the noble and the evil.",1.0,-0.4531724154949188,0.1576166749000549,1.2815533980582523,Hallucination Error,hallucination,member_4,,adversarial_labels (2).csv,,,,,,1,4.43306303024292,84.1888955096559,3.422109603881836,0.0,0.8275862068965517,29
adversarial,adv_1580-141084-0002,THIS SET OF ROOMS IS QUITE THE OLDEST IN THE COLLEGE AND IT IS NOT UNUSUAL FOR VISITORS TO GO OVER THEM,"The center of the room is like the oldest in the college, and it is not unusual for visitors to go over there.",1.0454545454545454,-0.4185642855507986,0.0918611139059066,1.25,Non-Hallucination Error,no_hallucination,member_4,,adversarial_labels (2).csv,,,,,,0,3.8097140789031982,45.13753124868501,3.071333885192871,0.0,0.88,25
adversarial,adv_1089-134686-0015,BUT THE DUSK DEEPENING IN THE SCHOOLROOM COVERED OVER HIS THOUGHTS THE BELL RANG,"But the dust even in this room covered all the spots, the bell man.",1.0,-1.007083190114875,0.1268306225538253,1.0151515151515151,Hallucination Error,hallucination,member_4,,adversarial_labels (2).csv,,,,,,1,5.903702259063721,366.3914359631235,2.6938328742980957,0.0,0.875,16
adversarial,adv_61-70968-0019,IT IS ENOUGH SAID GEORGE GAMEWELL SHARPLY AND HE TURNED UPON THE CROWD,"It is enough, said torturing wall sharply, as he turned palm brown.",1.0,-0.8831605409321032,0.1188335046172142,0.9571428571428572,Hallucination Error,hallucination,member_4,,adversarial_labels (2).csv,,,,,,1,6.875756740570068,968.5079976377639,4.105225086212158,0.0,0.9375,16
adversarial,adv_7127-75946-0012,THE NEWS CIRCULATED WITH THE RAPIDITY OF LIGHTNING DURING ITS PROGRESS IT KINDLED EVERY VARIETY OF COQUETRY DESIRE AND WILD AMBITION,"can use circulate over a head of the lightning. During its progress, it can look every variety of coca-ture, desire, and wild ambition.",1.0952380952380951,-0.6450445777491519,0.1065225377678871,1.238532110091743,Hallucination Error,hallucination,member_4,,adversarial_labels (2).csv,,,,,,1,5.8308210372924805,340.6382409897617,4.1171650886535645,0.0,0.875,32
adversarial,adv_7176-92135-0004,FRANKLY I CANNOT ALWAYS SAY,"Frankly, I cannot always say.",0.8,-0.4472908496856689,0.1693315505981445,0.7837837837837838,No Error,no_hallucination,member_4,,adversarial_labels (2).csv,,,,,,0,4.7634596824646,117.15052922758503,2.415043354034424,0.0,1.0,8
adversarial,adv_8555-284449-0001,THEN THEY ALL MARCHED OUT A LITTLE WAY INTO THE FIELDS AND FOUND THAT THE ARMY OF PINKIES HAD ALREADY FORMED AND WAS ADVANCING STEADILY TOWARD THEM,"Then they all march out of the rain to the field, and I'll be on here, maybe inside all the corn, and where the plants and cedars mourn me.",1.0740740740740742,-1.0179522141166355,0.2040368020534515,1.2990654205607477,Hallucination Error,hallucination,member_4,,adversarial_labels (2).csv,,,,,,1,4.3748297691345215,79.42631759058115,2.8298025131225586,0.0,0.7777777777777778,36
adversarial,adv_8230-279154-0041,THE DEFINITION OF MY EXPERIENCE IS DIFFICULT BROADLY SPEAKING IT IS EVERYTHING THAT IS CONNECTED WITH WHAT I AM EXPERIENCING NOW BY CERTAIN LINKS OF WHICH THE VARIOUS FORMS OF MEMORY ARE AMONG THE MOST IMPORTANT,The definition of my experience is difficult. Longest reason is everything that's been acted with what I'm experiencing now by certain of which the various ones I've never heard on the most important.,1.0,-0.5017849880716075,0.1219553798437118,1.3888888888888886,Hallucination Error,hallucination,member_4,,adversarial_labels (2).csv,,,,,,1,5.276674747467041,195.71798038476643,3.0185680389404297,0.0,0.8717948717948718,39
adversarial,adv_61-70970-0002,MOST OF ALL ROBIN THOUGHT OF HIS FATHER WHAT WOULD HE COUNSEL,Most of all modern models are harder. What if you cancel?,1.0,-0.7063561015658908,0.1574672758579254,0.95,Hallucination Error,hallucination,member_4,,adversarial_labels (2).csv,,,,,,1,5.583593845367432,266.02594599712626,2.451050281524658,0.0,1.0,13
adversarial,adv_237-126133-0019,DEAR ME EJACULATED THE OLD GENTLEMAN IN THE UTMOST AMAZEMENT AND SUCH A TIME AS I'VE HAD TO GET HER HERE TOO,"Yeah, he's an after that video. And the after one for me. And fuck it, I know I have to get her here too.",1.0909090909090908,-0.8073092795707084,0.5551289319992065,1.1666666666666667,Hallucination Error,hallucination,member_4,,adversarial_labels (2).csv,,,,,,1,4.154296875,63.7071547030474,2.5473175048828125,0.0,0.8,30
adversarial,adv_5142-36377-0002,THE SOUND OF AN IMPERATIVE AND UNCOMPROMISING BELL RECALLED ME IN DUE TIME TO THE REGIONS OF REALITY,The South End Parade and Uncoperizing Vale recalled me in due time to reason's reality.,1.0,-0.8314230442047119,0.0845756009221077,1.0481927710843373,Hallucination Error,hallucination,member_4,,adversarial_labels (2).csv,,,,,,1,8.318037033081055,4097.10961889,4.4947309494018555,0.0,1.0,19
adversarial,adv_1320-122617-0002,IN OTHER WORDS WHILE HE HAD IMPLICIT FAITH IN THE ABILITY OF BALAAM'S ASS TO SPEAK HE WAS SOMEWHAT SKEPTICAL ON THE SUBJECT OF A BEAR'S SINGING AND YET HE HAD BEEN ASSURED OF THE LATTER ON THE TESTIMONY OF HIS OWN EXQUISITE ORGANS,"In other words, while he had implicit faith in the ability of Patelms to ask to speak, he was somewhat skeptical on the subject of a bear's singing, and yet he had been assured of the latter on a decimal he was only exquisite organs.",1.0227272727272727,-0.3354052225748697,0.0527641810476779,1.4382716049382716,Non-Hallucination Error,no_hallucination,member_4,,adversarial_labels (2).csv,,,,,,0,5.049981117248535,156.01951838079054,4.100149154663086,0.0,0.7254901960784313,51
adversarial,adv_1188-133604-0037,EVERY LINE IN WHICH THE MASTER TRACES IT EVEN WHERE SEEMINGLY NEGLIGENT IS LOVELY AND SET DOWN WITH A MEDITATIVE CALMNESS WHICH MAKES THESE TWO ETCHINGS CAPABLE OF BEING PLACED BESIDE THE MOST TRANQUIL WORK OF HOLBEIN OR DUERER,"Every morning, after every visit, even I see in the night, with my blood and so down in the meditative calmness, which makes these citizens capable of being great and so much tranquil with the full light of the viewer.",1.0256410256410255,-0.9341236994816706,0.358360081911087,1.4533333333333334,Hallucination Error,hallucination,member_4,,adversarial_labels (2).csv,,,,,,1,4.8187971115112305,123.81606424823465,3.2100253105163574,0.0,0.7659574468085106,47
