dataset,sample_id,meeting_id,speaker,noise_type,snr_db,reference_text,pred_text,wer,avg_logprob,no_speech_prob,compression_ratio,label_3class,hallucination_binary,annotator_id,notes
librispeech_fallback,ls_0002__pink_10dB,,unknown,pink,10.0,OH NO I'M QUITE SURE HE DIDN'T,"Oh no, I'm quite sure he didn't.",1.0,-0.2627671616418021,0.0133855529129505,0.8,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0002__babble_10dB,,unknown,babble,10.0,OH NO I'M QUITE SURE HE DIDN'T,"Oh no, I'm quite sure he didn't.",1.0,-0.2977038792201451,0.0843033492565155,0.8,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0003__clean,,unknown,clean,,NOT EXACTLY RETURNED KALIKO,"Not exactly, we've turned calico.",1.25,-0.4201932350794474,0.024746736511588,0.8048780487804879,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0003__white_10dB,,unknown,white,10.0,NOT EXACTLY RETURNED KALIKO,"Not exactly, between Calico.",1.0,-0.6894968032836915,0.0374714694917202,0.7777777777777778,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0003__pink_10dB,,unknown,pink,10.0,NOT EXACTLY RETURNED KALIKO,"Not exactly, we've turned calico.",1.25,-0.4042524099349975,0.0222372375428676,0.8048780487804879,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0003__babble_10dB,,unknown,babble,10.0,NOT EXACTLY RETURNED KALIKO,"Not exactly, we've seen Calico.",1.25,-0.6999609470367432,0.0550497025251388,0.7948717948717948,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0004__clean,,unknown,clean,,I ALSO OFFERED TO HELP YOUR BROTHER TO ESCAPE BUT HE WOULD NOT GO,"I also offered to help your brother to escape, but he would not go.",0.9285714285714286,-0.2208943868938245,0.028289882466197,0.9710144927536232,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0004__white_10dB,,unknown,white,10.0,I ALSO OFFERED TO HELP YOUR BROTHER TO ESCAPE BUT HE WOULD NOT GO,"I also offered to help your mother to escape, but he would not go.",0.9285714285714286,-0.2753913779007761,0.059128925204277,0.9705882352941176,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0004__pink_10dB,,unknown,pink,10.0,I ALSO OFFERED TO HELP YOUR BROTHER TO ESCAPE BUT HE WOULD NOT GO,"I also offered to help your brother to escape, but he would not go.",0.9285714285714286,-0.2148612172980057,0.0278650969266891,0.9710144927536232,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0004__babble_10dB,,unknown,babble,10.0,I ALSO OFFERED TO HELP YOUR BROTHER TO ESCAPE BUT HE WOULD NOT GO,"I also offered to help the mother to escape, but he would not go.",0.9285714285714286,-0.3132859029267963,0.0525340065360069,0.9701492537313432,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0005__clean,,unknown,clean,,HAVING RETURNED TO THE ROYAL CAVERN KALIKO FIRST POUNDED THE GONG AND THEN SAT IN THE THRONE WEARING RUGGEDO'S DISCARDED RUBY CROWN AND HOLDING IN HIS HAND THE SCEPTRE WHICH RUGGEDO HAD SO OFTEN THROWN AT HIS HEAD,"Having returned to the Royal Cavern, Calico first pounded the gong and then sat into the throne, wearing Regato's discarded ruby crown and holding in his hand the scepter which Regato had so often thrown at his head.",1.0,-0.260072477932634,0.0029330502729862,1.469387755102041,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0005__white_10dB,,unknown,white,10.0,HAVING RETURNED TO THE ROYAL CAVERN KALIKO FIRST POUNDED THE GONG AND THEN SAT IN THE THRONE WEARING RUGGEDO'S DISCARDED RUBY CROWN AND HOLDING IN HIS HAND THE SCEPTRE WHICH RUGGEDO HAD SO OFTEN THROWN AT HIS HEAD,"Having returned to the Royal Cavern, Calico first pounded the gong and then sat into the throne, wearing reggaetos, discarded ruby crown, and holding in his hand the scepter which reggaetor had so often thrown at his head.",1.0,-0.3060777631856627,0.0457577034831047,1.48,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0005__pink_10dB,,unknown,pink,10.0,HAVING RETURNED TO THE ROYAL CAVERN KALIKO FIRST POUNDED THE GONG AND THEN SAT IN THE THRONE WEARING RUGGEDO'S DISCARDED RUBY CROWN AND HOLDING IN HIS HAND THE SCEPTRE WHICH RUGGEDO HAD SO OFTEN THROWN AT HIS HEAD,"Having returned to the Royal Cavern, Calico first pounded the gong and then sat into the throne, wearing Regato's discarded ruby crown and holding in his hand the scepter which Regato had so often thrown at his head.",1.0,-0.2534589274176236,0.0032707110513001,1.469387755102041,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0005__babble_10dB,,unknown,babble,10.0,HAVING RETURNED TO THE ROYAL CAVERN KALIKO FIRST POUNDED THE GONG AND THEN SAT IN THE THRONE WEARING RUGGEDO'S DISCARDED RUBY CROWN AND HOLDING IN HIS HAND THE SCEPTRE WHICH RUGGEDO HAD SO OFTEN THROWN AT HIS HEAD,"Having returned to the Royal Cavern, Calico first pounded the gong and then saddened the throne, wearing Legolas discarded ruby crown and holding in his hand the scepter which Legolas had so often thrown at his head.",1.0,-0.3215274810791015,0.028625164180994,1.4594594594594594,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0006__clean,,unknown,clean,,THE STRENGTH THAT ENABLES SOMEONE IN A TRANCE TO HOLD HIS BODY STIFF AND UNSUPPORTED EXCEPT AT TWO POINTS THE HEAD AND HEELS,"The strength that enables someone in a trance to hold his body stiff and unsupported except at two points, the head and heels.",1.0,-0.1437450177741773,0.0040650330483913,1.2352941176470589,Hallucination Error,hallucination,,
librispeech_fallback,ls_0006__white_10dB,,unknown,white,10.0,THE STRENGTH THAT ENABLES SOMEONE IN A TRANCE TO HOLD HIS BODY STIFF AND UNSUPPORTED EXCEPT AT TWO POINTS THE HEAD AND HEELS,"The strength that enables someone in a trance to hold his body stiff and unsupported except at two points, the head and heels.",1.0,-0.1689726945125695,0.0077662970870733,1.2352941176470589,Hallucination Error,hallucination,,
librispeech_fallback,ls_0006__pink_10dB,,unknown,pink,10.0,THE STRENGTH THAT ENABLES SOMEONE IN A TRANCE TO HOLD HIS BODY STIFF AND UNSUPPORTED EXCEPT AT TWO POINTS THE HEAD AND HEELS,"The strength that enables someone in a trance to hold his body stiff and unsupported except at two points, the head and heels.",1.0,-0.1408074985850941,0.0042577004060149,1.2352941176470589,Hallucination Error,hallucination,,
librispeech_fallback,ls_0006__babble_10dB,,unknown,babble,10.0,THE STRENGTH THAT ENABLES SOMEONE IN A TRANCE TO HOLD HIS BODY STIFF AND UNSUPPORTED EXCEPT AT TWO POINTS THE HEAD AND HEELS,"The strength that enables someone in a trance to hold his body stiff and unsupported except at two points, the head and heels.",1.0,-0.1717376853480483,0.0033605846110731,1.2352941176470589,Hallucination Error,hallucination,,
librispeech_fallback,ls_0007__clean,,unknown,clean,,HE THOUGHT IT WAS A LAST BURST OF ENERGY HE KNEW HOW CLOSE THEY BOTH WERE TO EXHAUSTION,He thought it was the last burst of energy. He knew how close they both were to exhaustion.,1.0,-0.1650652503967285,0.0099950339645147,1.1097560975609757,Hallucination Error,hallucination,,
librispeech_fallback,ls_0007__white_10dB,,unknown,white,10.0,HE THOUGHT IT WAS A LAST BURST OF ENERGY HE KNEW HOW CLOSE THEY BOTH WERE TO EXHAUSTION,He thought it was the last burst of energy. He knew how close they both were to exhaustion.,1.0,-0.2187272453308105,0.0136445807293057,1.1097560975609757,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0007__pink_10dB,,unknown,pink,10.0,HE THOUGHT IT WAS A LAST BURST OF ENERGY HE KNEW HOW CLOSE THEY BOTH WERE TO EXHAUSTION,He thought it was the last burst of energy. He knew how close they both were to exhaustion.,1.0,-0.1681938171386718,0.0136061878874897,1.1097560975609757,Hallucination Error,hallucination,,
librispeech_fallback,ls_0007__babble_10dB,,unknown,babble,10.0,HE THOUGHT IT WAS A LAST BURST OF ENERGY HE KNEW HOW CLOSE THEY BOTH WERE TO EXHAUSTION,He thought it was the last burst of energy. He knew how close they both were to exhaustion.,1.0,-0.194943790435791,0.0185582507401704,1.1097560975609757,Hallucination Error,hallucination,,
librispeech_fallback,ls_0008__clean,,unknown,clean,,THERE WAS SILENCE THEN AND STILL WONDERING BRION WAS ONCE MORE ASLEEP,"There was silence then, and, still wondering, Brienne was once more asleep.",1.0,-0.210510778427124,0.0051330844871699,1.0273972602739727,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0008__white_10dB,,unknown,white,10.0,THERE WAS SILENCE THEN AND STILL WONDERING BRION WAS ONCE MORE ASLEEP,"There was silence then, and still wondering, Brienne was once more asleep.",1.0,-0.3340739450956645,0.0225787498056888,1.0277777777777777,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0008__pink_10dB,,unknown,pink,10.0,THERE WAS SILENCE THEN AND STILL WONDERING BRION WAS ONCE MORE ASLEEP,"There was silence then, and, still wondering, Brienne was once more asleep.",1.0,-0.2218017578125,0.0046744616702198,1.0273972602739727,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0008__babble_10dB,,unknown,babble,10.0,THERE WAS SILENCE THEN AND STILL WONDERING BRION WAS ONCE MORE ASLEEP,"There was silence then, and still wondering, Brian was once more asleep.",1.0,-0.3704177538553874,0.0258749574422836,1.0,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0009__clean,,unknown,clean,,HE WAS IN REVERIE SLIDING ALONG THE BORDERS OF CONSCIOUSNESS,"He was in the river, sliding along the borders of consciousness.",1.1,-0.3261412382125854,0.0133955962955951,0.9552238805970148,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0009__white_10dB,,unknown,white,10.0,HE WAS IN REVERIE SLIDING ALONG THE BORDERS OF CONSCIOUSNESS,"using reverie, sliding along the borders of consciousness.",1.0,-0.4245869772774832,0.0270809959620237,0.9508196721311476,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0009__pink_10dB,,unknown,pink,10.0,HE WAS IN REVERIE SLIDING ALONG THE BORDERS OF CONSCIOUSNESS,"He was in the river, sliding along the borders of consciousness.",1.1,-0.3590709567070007,0.0142330192029476,0.9552238805970148,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0009__babble_10dB,,unknown,babble,10.0,HE WAS IN REVERIE SLIDING ALONG THE BORDERS OF CONSCIOUSNESS,using the riverry sliding along the borders of consciousness.,1.0,-0.5209168706621442,0.0088371662423014,1.0,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0010__clean,,unknown,clean,,A MINUTE IS NOT A VERY LARGE MEASURE OF TIME AND HIS BODY NEEDED EVERY FRACTION OF IT,"A minute is not a very large measure of time, and his body needed every fraction of it.",0.9444444444444444,-0.1585134008656377,0.0077937729656696,1.1153846153846154,Hallucination Error,hallucination,,
librispeech_fallback,ls_0010__white_10dB,,unknown,white,10.0,A MINUTE IS NOT A VERY LARGE MEASURE OF TIME AND HIS BODY NEEDED EVERY FRACTION OF IT,"A minute is not a very large measure of time, and his body needed every fraction of it.",0.9444444444444444,-0.2055790113366168,0.008023121394217,1.1153846153846154,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0010__pink_10dB,,unknown,pink,10.0,A MINUTE IS NOT A VERY LARGE MEASURE OF TIME AND HIS BODY NEEDED EVERY FRACTION OF IT,"A minute is not a very large measure of time, and his body needed every fraction of it.",0.9444444444444444,-0.1583456682122272,0.0077916979789733,1.1153846153846154,Hallucination Error,hallucination,,
librispeech_fallback,ls_0010__babble_10dB,,unknown,babble,10.0,A MINUTE IS NOT A VERY LARGE MEASURE OF TIME AND HIS BODY NEEDED EVERY FRACTION OF IT,"A minute is not a very large measure of time, and his body needed every fraction of it.",0.9444444444444444,-0.2475384629291037,0.0130548253655433,1.1153846153846154,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0011__clean,,unknown,clean,,HE ASKED THE HANDLER WHO WAS KNEADING HIS ACHING MUSCLES,He asked the handler who was kneading his aching muscles.,1.0,-0.3187451660633087,0.0070577599108219,0.9193548387096774,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0011__white_10dB,,unknown,white,10.0,HE ASKED THE HANDLER WHO WAS KNEADING HIS ACHING MUSCLES,He asked the handler with kneading his icky muscles.,1.0,-0.4514746348063151,0.0100620491430163,0.8813559322033898,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0011__pink_10dB,,unknown,pink,10.0,HE ASKED THE HANDLER WHO WAS KNEADING HIS ACHING MUSCLES,He asked the handler who was kneading his aching muscles.,1.0,-0.2922536134719848,0.0070672165602445,0.9193548387096774,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0011__babble_10dB,,unknown,babble,10.0,HE ASKED THE HANDLER WHO WAS KNEADING HIS ACHING MUSCLES,He asked the handler who was kneading his icky muscles.,1.0,-0.4781742990016937,0.0107524581253528,0.9166666666666666,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0012__clean,,unknown,clean,,HE DOESN'T WORK AT ALL,he doesn't work at all.,1.0,-0.3783916234970093,0.0236434508115053,0.7419354838709677,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0012__white_10dB,,unknown,white,10.0,HE DOESN'T WORK AT ALL,He doesn't work at all.,1.0,-0.3792186498641968,0.0202464740723371,0.7419354838709677,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0012__pink_10dB,,unknown,pink,10.0,HE DOESN'T WORK AT ALL,he doesn't work at all.,1.0,-0.3931963682174683,0.0232838150113821,0.7419354838709677,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0012__babble_10dB,,unknown,babble,10.0,HE DOESN'T WORK AT ALL,He doesn't work at all.,1.0,-0.3860838413238525,0.0361664369702339,0.7419354838709677,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0013__clean,,unknown,clean,,THE LITTLE GIRL HAD BEEN ASLEEP BUT SHE HEARD THE RAPS AND OPENED THE DOOR,"The little girl had been asleep, but she heard the wraps and opened the door.",1.0,-0.2218701362609863,0.0066784876398742,1.0547945205479452,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0013__white_10dB,,unknown,white,10.0,THE LITTLE GIRL HAD BEEN ASLEEP BUT SHE HEARD THE RAPS AND OPENED THE DOOR,"The little girl had been asleep, but she heard the wraps and opened the door.",1.0,-0.2696270942687988,0.0304615162312984,1.0547945205479452,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0013__pink_10dB,,unknown,pink,10.0,THE LITTLE GIRL HAD BEEN ASLEEP BUT SHE HEARD THE RAPS AND OPENED THE DOOR,"The little girl had been asleep, but she heard the wraps and opened the door.",1.0,-0.2052098035812378,0.0065778344869613,1.0547945205479452,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0013__babble_10dB,,unknown,babble,10.0,THE LITTLE GIRL HAD BEEN ASLEEP BUT SHE HEARD THE RAPS AND OPENED THE DOOR,"The little girl had been asleep, but she heard the wraps and opened the door.",1.0,-0.2518366336822509,0.0234366878867149,1.0547945205479452,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0014__clean,,unknown,clean,,LINNELL'S PICTURES ARE A SORT OF UP GUARDS AND AT EM PAINTINGS AND MASON'S EXQUISITE IDYLLS ARE AS NATIONAL AS A JINGO POEM MISTER BIRKET FOSTER'S LANDSCAPES SMILE AT ONE MUCH IN THE SAME WAY THAT MISTER CARKER USED TO FLASH HIS TEETH AND MISTER JOHN COLLIER GIVES HIS SITTER A CHEERFUL SLAP ON THE BACK BEFORE HE SAYS LIKE A SHAMPOOER IN A TURKISH BATH NEXT MAN,"Linnell's pictures are a sort of Up Guards and Adam paintings, and Mason's exquisite idles are as national as a jingle poem. Mr. Birkut Foster's landscapes smile at one much in the same way that Mr. Carker used to flash his teeth. And Mr. John Collier gives his sitter a cheerful slap on the back, before he says, like a shampoo and a Turkish bath. Next man!",1.0,-0.3548943551032097,0.0106450613987232,1.26060067652988,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0014__white_10dB,,unknown,white,10.0,LINNELL'S PICTURES ARE A SORT OF UP GUARDS AND AT EM PAINTINGS AND MASON'S EXQUISITE IDYLLS ARE AS NATIONAL AS A JINGO POEM MISTER BIRKET FOSTER'S LANDSCAPES SMILE AT ONE MUCH IN THE SAME WAY THAT MISTER CARKER USED TO FLASH HIS TEETH AND MISTER JOHN COLLIER GIVES HIS SITTER A CHEERFUL SLAP ON THE BACK BEFORE HE SAYS LIKE A SHAMPOOER IN A TURKISH BATH NEXT MAN,"Linnell's pictures are a sort of Up Guards and Adam paintings, and Mason's exquisite idols are as national as a dingo poem. Mr. Birkut Foster's landscapes smile at one much in the same way as at Mr. Carco's Mr. Flash's teeth. And Mr. John Collier gives his sitter a cheerful slap in the back, before he says, like a shampoo and that Turkish staff. Next man!",1.0,-0.4610983407704927,0.020417149644345,1.3520950594121326,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0014__pink_10dB,,unknown,pink,10.0,LINNELL'S PICTURES ARE A SORT OF UP GUARDS AND AT EM PAINTINGS AND MASON'S EXQUISITE IDYLLS ARE AS NATIONAL AS A JINGO POEM MISTER BIRKET FOSTER'S LANDSCAPES SMILE AT ONE MUCH IN THE SAME WAY THAT MISTER CARKER USED TO FLASH HIS TEETH AND MISTER JOHN COLLIER GIVES HIS SITTER A CHEERFUL SLAP ON THE BACK BEFORE HE SAYS LIKE A SHAMPOOER IN A TURKISH BATH NEXT MAN,"Linnell's pictures are a sort of Up Guards and Atom paintings, and Mason's exquisite idles are as national as a jingle poem. Mr. Birkitt Foster's landscapes smile at one much in the same way that Mr. Carker used to flash his teeth. And Mr. John Collier gives his sitter a cheerful slap on the back, before he says, like a shampoo We're in a Turkish bath. Next man!",1.0,-0.334883057320356,0.0184938427493242,1.2711155258563605,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0014__babble_10dB,,unknown,babble,10.0,LINNELL'S PICTURES ARE A SORT OF UP GUARDS AND AT EM PAINTINGS AND MASON'S EXQUISITE IDYLLS ARE AS NATIONAL AS A JINGO POEM MISTER BIRKET FOSTER'S LANDSCAPES SMILE AT ONE MUCH IN THE SAME WAY THAT MISTER CARKER USED TO FLASH HIS TEETH AND MISTER JOHN COLLIER GIVES HIS SITTER A CHEERFUL SLAP ON THE BACK BEFORE HE SAYS LIKE A SHAMPOOER IN A TURKISH BATH NEXT MAN,"Linnell's pictures are a sort of Up Guards and Adam paintings, and Mason's exquisite idles are as national as a jingle poem. Mr. Birkitt Foster's landscapes smile at one much in the same way that Mr. Carco used to flash his teeth. And Mr. John Collier gives his sitter a cheerful slap in the back, before he says, like a shampoo and that pinkish bath. Next man!",1.0,-0.4461574888459725,0.0252816990638772,1.3481481481481483,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0015__clean,,unknown,clean,,IN FACT THERE IS NOTHING HE CAN DO IN THESE DOMINIONS AS WELL AS OUR NOMES WHOSE NUMBERS ARE SO GREAT THAT IT WORRIES US TO KEEP THEM ALL BUSY,"In fact, there's nothing he can do in these dominions as well as our gnomes, whose numbers are so great that it worries us to keep them all busy.",1.0,-0.1385315918340915,0.0096800923347473,1.2831858407079646,Hallucination Error,hallucination,,
librispeech_fallback,ls_0015__white_10dB,,unknown,white,10.0,IN FACT THERE IS NOTHING HE CAN DO IN THESE DOMINIONS AS WELL AS OUR NOMES WHOSE NUMBERS ARE SO GREAT THAT IT WORRIES US TO KEEP THEM ALL BUSY,"In fact, there's nothing he can do in these demigens as well as our gnomes. These numbers are so great that it worries us to keep them all busy.",1.0,-0.2689832732790992,0.03809455037117,1.263157894736842,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0015__pink_10dB,,unknown,pink,10.0,IN FACT THERE IS NOTHING HE CAN DO IN THESE DOMINIONS AS WELL AS OUR NOMES WHOSE NUMBERS ARE SO GREAT THAT IT WORRIES US TO KEEP THEM ALL BUSY,"In fact, there is nothing he can do in these dominions as well as our gnomes, whose numbers are so great that it worries us to keep them all busy.",1.0,-0.1407769714913717,0.01112144254148,1.3035714285714286,Hallucination Error,hallucination,,
librispeech_fallback,ls_0015__babble_10dB,,unknown,babble,10.0,IN FACT THERE IS NOTHING HE CAN DO IN THESE DOMINIONS AS WELL AS OUR NOMES WHOSE NUMBERS ARE SO GREAT THAT IT WORRIES US TO KEEP THEM ALL BUSY,"In fact, there's nothing he can do with these dominions as well as our loans. These numbers are so great that it worries us to keep them all busy.",1.0,-0.2455124243711814,0.0094595719128847,1.2695652173913043,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0016__clean,,unknown,clean,,JUST THRUST AND PARRY AND VICTORY TO THE STRONGER,Just thrust and parry and victory to the stronger.,1.0,-0.3782389163970947,0.0178832802921533,1.0,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0016__white_10dB,,unknown,white,10.0,JUST THRUST AND PARRY AND VICTORY TO THE STRONGER,Just trust and pay the victory to the strong though.,1.1111111111111112,-0.6194594247000558,0.0800784975290298,1.0,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0016__pink_10dB,,unknown,pink,10.0,JUST THRUST AND PARRY AND VICTORY TO THE STRONGER,Just thrust and parry and victory to the stronger.,1.0,-0.3733752795628139,0.0196235533803701,1.0,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0016__babble_10dB,,unknown,babble,10.0,JUST THRUST AND PARRY AND VICTORY TO THE STRONGER,Just thrust and parry and victory to the strong though.,1.1111111111111112,-0.6204247792561849,0.0455620884895324,1.0377358490566038,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0017__clean,,unknown,clean,,I HAVE REMAINED A PRISONER ONLY BECAUSE I WISHED TO BE ONE AND WITH THIS HE STEPPED FORWARD AND BURST THE STOUT CHAINS AS EASILY AS IF THEY HAD BEEN THREADS,"I have remained a prisoner only because I wished to be one."" And with this he stepped forward and burst the stout chains as easily as if they had been threads.",0.935483870967742,-0.1842700213920779,0.0136027252301573,1.325,Hallucination Error,hallucination,,
librispeech_fallback,ls_0017__white_10dB,,unknown,white,10.0,I HAVE REMAINED A PRISONER ONLY BECAUSE I WISHED TO BE ONE AND WITH THIS HE STEPPED FORWARD AND BURST THE STOUT CHAINS AS EASILY AS IF THEY HAD BEEN THREADS,"I have remained the prisoner only because I wished to be one. And with this, you step forward and burst the stout chains as easily as if they had been threads.",0.935483870967742,-0.178100037574768,0.0301510542631149,1.3140495867768596,Hallucination Error,hallucination,,
librispeech_fallback,ls_0017__pink_10dB,,unknown,pink,10.0,I HAVE REMAINED A PRISONER ONLY BECAUSE I WISHED TO BE ONE AND WITH THIS HE STEPPED FORWARD AND BURST THE STOUT CHAINS AS EASILY AS IF THEY HAD BEEN THREADS,"I have remained a prisoner only because I wished to be one."" And with this he stepped forward and burst the stout chains as easily as if they had been threads.",0.935483870967742,-0.1851394234634027,0.012992245145142,1.325,Hallucination Error,hallucination,,
librispeech_fallback,ls_0017__babble_10dB,,unknown,babble,10.0,I HAVE REMAINED A PRISONER ONLY BECAUSE I WISHED TO BE ONE AND WITH THIS HE STEPPED FORWARD AND BURST THE STOUT CHAINS AS EASILY AS IF THEY HAD BEEN THREADS,"I have remained a prisoner only because I wished to be one. And with this, you step forward and burst the stout chains as easily as if they had been threads.",0.935483870967742,-0.1834213852882385,0.0286119002848863,1.3083333333333331,Hallucination Error,hallucination,,
librispeech_fallback,ls_0018__clean,,unknown,clean,,PAINTING HE TELLS US IS OF A DIFFERENT QUALITY TO MATHEMATICS AND FINISH IN ART IS ADDING MORE FACT,"Painting, he tells us, is of a different quality to mathematics, and finish in art is adding more factor.",1.0,-0.2036269451009816,0.0075644878670573,1.1666666666666667,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0018__white_10dB,,unknown,white,10.0,PAINTING HE TELLS US IS OF A DIFFERENT QUALITY TO MATHEMATICS AND FINISH IN ART IS ADDING MORE FACT,"Painting, he tells us, is of a different quality to mathematics, and finish in art is adding more fact.",1.0,-0.2690757883006128,0.0070889079943299,1.1704545454545454,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0018__pink_10dB,,unknown,pink,10.0,PAINTING HE TELLS US IS OF A DIFFERENT QUALITY TO MATHEMATICS AND FINISH IN ART IS ADDING MORE FACT,"Painting, he tells us, is of a different quality to mathematics, and finish in art is adding more factor.",1.0,-0.2108981198277966,0.0127937737852334,1.1666666666666667,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0018__babble_10dB,,unknown,babble,10.0,PAINTING HE TELLS US IS OF A DIFFERENT QUALITY TO MATHEMATICS AND FINISH IN ART IS ADDING MORE FACT,"Painting, who tells us, is of a different quality to mathematics, and finish in art is adding more fact.",1.0,-0.2322964138454861,0.0055324849672615,1.1555555555555554,Non-Hallucination Error,no_hallucination,,
librispeech_fallback,ls_0019__clean,,unknown,clean,,WHERE IS MY BROTHER NOW,Where is my brother now?,1.0,-0.3058430088890923,0.0109441746026277,0.8,Non-Hallucination Error,no_hallucination,,
