dataset,sample_id,reference_text,pred_text,wer,avg_logprob,no_speech_prob,compression_ratio,label_3class,hallucination_binary,annotator_id,notes
commonvoice,ls_10,A MINUTE IS NOT A VERY LARGE MEASURE OF TIME AND HIS BODY NEEDED EVERY FRACTION OF IT,"A minute is not a very large measure of time, and his body needed every fraction of it.",0.944444444,-0.158831524,0.007787089,1.115384615,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_11,HE ASKED THE HANDLER WHO WAS KNEADING HIS ACHING MUSCLES,He asked the handler who was kneading his aching muscles.,1,-0.319207162,0.007040103,0.919354839,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_12,HE DOESN'T WORK AT ALL,he doesn't work at all.,1,-0.378945637,0.023600344,0.741935484,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_13,THE LITTLE GIRL HAD BEEN ASLEEP BUT SHE HEARD THE RAPS AND OPENED THE DOOR,"The little girl had been asleep, but she heard the wraps and opened the door.",1,-0.221725488,0.006656107,1.054794521,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_14,LINNELL'S PICTURES ARE A SORT OF UP GUARDS AND AT EM PAINTINGS AND MASON'S EXQUISITE IDYLLS ARE AS NATIONAL AS A JINGO POEM MISTER BIRKET FOSTER'S LANDSCAPES SMILE AT ONE MUCH IN THE SAME WAY THAT MISTER CARKER USED TO FLASH HIS TEETH AND MISTER JOHN COLLIER GIVES HIS SITTER A CHEERFUL SLAP ON THE BACK BEFORE HE SAYS LIKE A SHAMPOOER IN A TURKISH BATH NEXT MAN,"Linnell's pictures are a sort of Up Guards and Adam paintings, and Mason's exquisite idles are as national as a jingle poem. Mr. Birkut Foster's landscapes smile at one much in the same way that Mr. Carker used to flash his teeth. And Mr. John Collier gives his sitter a cheerful slap on the back, before he says, like a shampoo and a Turkish bath. Next man!",1,-0.354710714,0.010752319,1.260600677,Hallucination Error,hallucination,mishr,
commonvoice,ls_15,IN FACT THERE IS NOTHING HE CAN DO IN THESE DOMINIONS AS WELL AS OUR NOMES WHOSE NUMBERS ARE SO GREAT THAT IT WORRIES US TO KEEP THEM ALL BUSY,"In fact, there's nothing he can do in these dominions as well as our gnomes, whose numbers are so great that it worries us to keep them all busy.",1,-0.138059872,0.009727919,1.283185841,Hallucination Error,hallucination,mishr,
commonvoice,ls_16,JUST THRUST AND PARRY AND VICTORY TO THE STRONGER,Just thrust and parry and victory to the stronger.,1,-0.378264359,0.018074099,1,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_17,I HAVE REMAINED A PRISONER ONLY BECAUSE I WISHED TO BE ONE AND WITH THIS HE STEPPED FORWARD AND BURST THE STOUT CHAINS AS EASILY AS IF THEY HAD BEEN THREADS,"I have remained a prisoner only because I wished to be one."" And with this he stepped forward and burst the stout chains as easily as if they had been threads.",0.935483871,-0.184093952,0.013675498,1.325,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_18,PAINTING HE TELLS US IS OF A DIFFERENT QUALITY TO MATHEMATICS AND FINISH IN ART IS ADDING MORE FACT,"Painting, he tells us, is of a different quality to mathematics, and finish in art is adding more factor.",1,-0.205080756,0.007599806,1.166666667,Hallucination Error,hallucination,mishr,
commonvoice,ls_19,WHERE IS MY BROTHER NOW,Where is my brother now?,1,-0.305295308,0.010937107,0.8,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_20,A WAVE OF DESPAIR ROLLED OUT FROM IROLG BRION SENSED IT AND KNEW THE FIFTH POINT WAS HIS,"A wave of despair rolled out from Irogg, re-insensed it and knew the fifth point was his.",0.944444444,-0.372333244,0.008542464,1.085365854,Hallucination Error,hallucination,mishr,
commonvoice,ls_21,THEN THE POWERFUL TWIST THAT THRUST IT ASIDE IN AND UNDER THE GUARD,"Then the powerful twist that's rest of the side, in and under the guard.",1.076923077,-0.329305744,0.015908843,1.014084507,Hallucination Error,hallucination,mishr,
commonvoice,ls_22,I'M HERE BECAUSE THE MATTER IS OF UTMOST IMPORTANCE AND BRANDD IS THE ONE I MUST SEE NOW STAND ASIDE,"I'm here because the matter is of utmost importance, and brand is the one I must see. Now stand aside.",0.95,-0.268521999,0.024261218,1.159090909,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_23,HE MUST HAVE DRAWN HIS GUN BECAUSE THE INTRUDER SAID QUICKLY PUT THAT AWAY YOU'RE BEING A FOOL OUT,"He must have drawn his gun because the intruder said quickly, but that away you're being a fool. Out.",1,-0.422339993,0.002618178,1.10989011,Hallucination Error,hallucination,mishr,
commonvoice,ls_24,IT IS OBVIOUSLY UNNECESSARY FOR US TO POINT OUT HOW LUMINOUS THESE CRITICISMS ARE HOW DELICATE IN EXPRESSION,"It is obviously unnecessary for us to point out how luminous these criticisms are, how delicate an expression.",1,-0.160009531,0.011210221,1.170212766,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_25,NOR IS MISTER QUILTER'S MANNER LESS INTERESTING THAN HIS MATTER,Nor is Mr. Quilter's manner less interesting than his matter.,1,-0.228039238,0.03537387,0.953125,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_26,INQUIRED SHAGGY IN THE METAL FOREST,inquired Shaggy in the metal forest.,1,-0.523887194,0.003698177,0.818181818,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_27,A MAN SAID TO THE UNIVERSE SIR I EXIST,"A man said to the universe, Sir, I exist.",0.777777778,-0.317352359,0.011223973,0.836734694,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_28,HE TELLS US THAT AT THIS FESTIVE SEASON OF THE YEAR WITH CHRISTMAS AND ROAST BEEF LOOMING BEFORE US SIMILES DRAWN FROM EATING AND ITS RESULTS OCCUR MOST READILY TO THE MIND,"He tells us that at this festive season of the year, with Christmas and roast beef looming before us, symbolies drawn from eating and its results occur most readily to the mind.",1,-0.131020841,0.00420211,1.351145038,Hallucination Error,hallucination,mishr,
commonvoice,ls_29,THE CUT ON HIS CHEST STILL DRIPPING BLOOD THE ACHE OF HIS OVERSTRAINED EYES EVEN THE SOARING ARENA AROUND HIM WITH THE THOUSANDS OF SPECTATORS WERE TRIVIALITIES NOT WORTH THINKING ABOUT,"The cut on his chest still dripping blood. The ache of his overstrained eyes. Even the soaring arena around him with the thousands of spectators, retrievalities not worth thinking about.",1,-0.226813356,0.0034636,1.388059701,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_30,TEN SECONDS,10 seconds.,1,-0.603495955,0.117917351,0.578947368,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_31,WHEN THE BUZZER SOUNDED HE PULLED HIS FOIL FROM HIS SECOND'S STARTLED GRASP AND RAN FORWARD,"When the buzzer sounded, he pulled his foil from his second startled grasp and ran forward.",1,-0.169343331,0.003825262,1.096385542,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_32,I BEGGED RUGGEDO LONG AGO TO SEND HIM AWAY BUT HE WOULD NOT DO SO,"I begged Ruggedo a long ago to send him away, but he would not do so.",1,-0.3059302,0.018913956,0.985714286,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_33,EVERY MAN WHO ENTERED THE TWENTIES HAD HIS OWN TRAINING TRICKS,Every man who entered the 20s had his own training tricks.,1,-0.265552938,0.006298047,0.90625,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_34,HOWEVER IF WE LOOK SHARP WE MAY BE ABLE TO DISCOVER ONE OF THESE SECRET WAYS,"However, if we look sharp, we may be able to discover one of these secret ways.",1,-0.140870409,0.002518393,1.053333333,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_35,TRUE AGREED KALIKO,"True, agreed Calico.",1,-0.530391216,0.009142036,0.714285714,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_36,I HOPE HE DOESN'T WORK TOO HARD SAID SHAGGY,"I hope it doesn't work too hard, since shaggy.",0.888888889,-0.259238243,0.002833085,0.851851852,Hallucination Error,hallucination,mishr,
commonvoice,ls_37,BRION SAW SOMETHING CLOSE TO PANIC ON HIS OPPONENT'S FACE WHEN THE MAN FINALLY RECOGNIZED HIS ERROR,Breon saw something close to panic on his opponent's face when the man finally recognized his error.,1,-0.262722778,0.019845318,1.123595506,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_38,HIS INSTANT OF PANIC WAS FOLLOWED BY A SMALL SHARP BLOW HIGH ON HIS CHEST,His instant panic was followed by a small sharp blow high on his chest.,1,-0.249340481,0.00132972,1.014285714,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_39,BECAUSE YOU WERE SLEEPING INSTEAD OF CONQUERING THE LOVELY ROSE PRINCESS HAS BECOME A FIDDLE WITHOUT A BOW WHILE POOR SHAGGY SITS THERE A COOING DOVE,"Because you were sleeping instead of conquering, the lovely rose princess has become a fiddle without a bow. All poor shaggy sits there, a-cooing dove.",1,-0.321860985,0.005640761,1.268907563,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_40,HE LAMENTS MOST BITTERLY THE DIVORCE THAT HAS BEEN MADE BETWEEN DECORATIVE ART AND WHAT WE USUALLY CALL PICTURES MAKES THE CUSTOMARY APPEAL TO THE LAST JUDGMENT AND REMINDS US THAT IN THE GREAT DAYS OF ART MICHAEL ANGELO WAS THE FURNISHING UPHOLSTERER,He laments most bitterly the divorce that has been made between decorative art and what we usually call pictures. Makes a customary appeal to the last judgment and reminds us that in the great days of art Michelangelo was the furnishing upholsterer.,1,-0.167201011,0.002921093,1.473372781,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_41,KALIKO HESITATED,Calico hesitated.,1,-0.44675526,0.034277853,0.68,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_42,THERE COULD BE LITTLE ART IN THIS LAST AND FINAL ROUND OF FENCING,There could be little art in this last and final round of fencing.,1,-0.224928353,0.011923427,1,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_43,HE HAS GONE AND GONE FOR GOOD ANSWERED POLYCHROME WHO HAD MANAGED TO SQUEEZE INTO THE ROOM BESIDE THE DRAGON AND HAD WITNESSED THE OCCURRENCES WITH MUCH INTEREST,"He has gone, and gone for good,"" answered Polychrome, who had managed to squeeze into the room beside the dragon, and had witnessed the occurrences with much interest.",1,-0.148156317,0.008032105,1.357723577,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_44,ONE MINUTE A VOICE SAID AND THE TIME BUZZER SOUNDED,"One minute, a voice said, and a time buzzer sounded.",1,-0.310947446,0.038456507,0.912280702,No Error,no_hallucination,mishr,
commonvoice,ls_45,PARTICULARLY SO ON THIS LAST NIGHT WHEN ONLY TWO OF THE LITTLE CUBICLES WERE OCCUPIED THE THOUSANDS OF OTHERS STANDING WITH DARK EMPTY DOORS,"Particularly so, on this last night, when only two of the little cubicles were occupied, the thousands of others standing with dark, empty doors.",1,-0.170153631,0.008014684,1.283185841,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_46,HE HAS GRAVE DOUBTS WHETHER SIR FREDERICK LEIGHTON'S WORK IS REALLY GREEK AFTER ALL AND CAN DISCOVER IN IT BUT LITTLE OF ROCKY ITHACA,He has grave doubts whether Sir Frederick Layton's work is really Greek after all and can discover in it but little of rocky Ithaca.,1,-0.2061737,0.011381214,1.178571429,Hallucination Error,hallucination,mishr,
commonvoice,ls_47,THAT'S FUNNY REMARKED BETSY THOUGHTFULLY,"That's funny, remarked Betsy thoughtfully.",1,-0.299506562,0.026524313,0.84,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_48,THE METAL FOREST IS IN THE GREAT DOMED CAVERN THE LARGEST IN ALL OUR DOMINIONS REPLIED KALIKO,"The middle forest is in the great domed cavern, the largest in all our dominions,"" replied Calico.",1,-0.293620734,0.01540913,1.139534884,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_49,NEAR THE FIRE AND THE ORNAMENTS FRED BROUGHT HOME FROM INDIA ON THE MANTEL BOARD,"near the fire, and the ornaments Fred brought home from India on the mental board.",1,-0.235634327,0.001576194,1.108108108,Hallucination Error,hallucination,mishr,
commonvoice,ls_50,THERE APPEARED TO BE AN IMMEDIATE ASSOCIATION WITH THE DEATH TRAUMA AS IF THE TWO WERE INEXTRICABLY LINKED INTO ONE,"There appeared to be an immediate association with the death trauma, as if the two were inextricably linked into one.",1,-0.151691246,0.015211464,1.206185567,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_51,IROLG LOOKED AMAZED AT THE SUDDEN FURY OF THE ATTACK THEN SMILED,"I rolled, clicked the maze at the sudden fury of the attack, then smiled.",1.166666667,-0.315823269,0.015230123,1.028169014,Hallucination Error,hallucination,mishr,
commonvoice,ls_52,THE CONTESTANTS IN THE TWENTIES NEEDED UNDISTURBED REST THEREFORE NIGHTS IN THE DORMITORIES WERE AS QUIET AS DEATH,"The contestants in the 20s needed undisturbed rest. Therefore, knights in the dormitories were as quiet as death.",1,-0.26828602,0.007790393,1.20212766,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_53,ON THE GENERAL PRINCIPLES OF ART MISTER QUILTER WRITES WITH EQUAL LUCIDITY,"Under general principles of art, Mr. Krilter writes with equal lucidity.",1,-0.320391822,0.001076572,0.96,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_54,KALIKO WENT TO THE BIG GONG AND POUNDED ON IT JUST AS RUGGEDO USED TO DO BUT NO ONE ANSWERED THE SUMMONS,"Calico went to the big gong and pounded on it just as Virgato used to do, but no one answered the summons.",1,-0.303571047,0.009209541,1.164835165,Hallucination Error,hallucination,mishr,
commonvoice,ls_55,THIS IS PHYSICALLY IMPOSSIBLE WHEN CONSCIOUS,This is physically impossible when conscious.,1,-0.289081192,0.009136469,0.882352941,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_56,IN FACT HE IS QUITE SEVERE ON MISTER RUSKIN FOR NOT RECOGNISING THAT A PICTURE SHOULD DENOTE THE FRAILTY OF MAN AND REMARKS WITH PLEASING COURTESY AND FELICITOUS GRACE THAT MANY PHASES OF FEELING,"In fact, he is quite severe on Mr. Ruskin for not recognizing that a picture should denote the frailty of man, and remarks with pleasing courtesy and felicitous grace that, many phases of feeling",1,-0.219834697,0.005977223,1.354166667,Hallucination Error,hallucination,mishr,
commonvoice,ls_57,A RED HAIRED MOUNTAIN OF A MAN WITH AN APPARENTLY INEXHAUSTIBLE STORE OF ENERGY,A red-haired mountain of a man with an apparently inexhaustible store of energy.,0.928571429,-0.166227507,0.004833371,1.052631579,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_58,SWEAT COVERED BRION'S BODY TRICKLING INTO THE TIGHT LOINCLOTH THAT WAS THE ONLY GARMENT HE WORE,"Sweat covered Brion's body, trickling into the tight-loin cloth that was the only garment he wore.",1,-0.316169834,0.012718305,1.101123596,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_59,THE BUZZER'S WHIRR TRIGGERED HIS MUSCLES INTO COMPLETE RELAXATION,The buzzers were triggered his muscles into complete relaxation.,1,-0.352457796,0.006164807,0.941176471,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_60,HE EATS AND SLEEPS VERY STEADILY REPLIED THE NEW KING,"He eats and sleeps very steadily, replied the new king.",1,-0.253677146,0.009922329,0.916666667,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_61,THE KING HAS FLED IN DISGRACE AND YOUR FRIENDS ARE ASKING FOR YOU,The king has flooded this grace and your friends are asking for you.,1,-0.316677065,0.004584947,1,No Error,no_hallucination,mishr,
commonvoice,ls_62,I DON'T BELIEVE ANN KNEW ANY MAGIC OR SHE'D HAVE WORKED IT BEFORE,I don't believe Ann knew any magic or she'd have worked it before.,0.923076923,-0.236728367,0.010204445,0.942857143,No Error,no_hallucination,mishr,
commonvoice,ls_63,MISTER QUILTER IS THE APOSTLE OF THE MIDDLE CLASSES AND WE ARE GLAD TO WELCOME HIS GOSPEL,"Mr. Quilter is the apostle of the Middle Classes, and we are glad to welcome his Gospel.",1,-0.1955308,0.010281882,1.047619048,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_64,ONLY HIS HEART AND LUNGS WORKED ON AT A STRONG MEASURED RATE,"Only his heart and lungs worked on at a strong, measured rate.",1,-0.228445277,0.003598245,0.939393939,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_65,ONLY UNFORTUNATELY HIS OWN WORK NEVER DOES GET GOOD,"Only, unfortunately, his own work never does get good.",1,-0.219822979,0.006822743,0.915254237,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_66,THE TWENTIES,the 20s.,1,-0.705696174,0.074319139,0.5,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_67,BY HARRY QUILTER M A,"by Harry Quilter, M.A.",1,-0.320965657,0.058261599,0.733333333,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_68,MISTER QUILTER HAS MISSED HIS CHANCE FOR HE HAS FAILED EVEN TO MAKE HIMSELF THE TUPPER OF PAINTING,"Mr. Quilter has missed his chance, for he has failed even to make himself the tupper of painting.",1,-0.222710741,0.00931623,1.114942529,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_69,BREATHING DEEPLY BRION SOFTLY SPOKE THE AUTO HYPNOTIC PHRASES THAT TRIGGERED THE PROCESS,"Breathing deeply, Breon softly spoke the auto-hypnotic phrases that triggered the process.",1,-0.317813853,0.01595048,1.097560976,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_70,I DO NOT KNOW CONFESSED SHAGGY,"I do not know, confessed Shaggy.",0.833333333,-0.280349181,0.006401839,0.8,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_71,OTHERS HAD DIED BEFORE DURING THE TWENTIES AND DEATH DURING THE LAST ROUND WAS IN SOME WAYS EASIER THAN DEFEAT,"Others had died before during the 20s, and death during the last round was in some ways easier than defeat.",1,-0.214665226,0.025736202,1.215909091,Non-Hallucination Error,no_hallucination,mishr,
commonvoice,ls_72,AS FOR ETCHINGS THEY ARE OF TWO KINDS BRITISH AND FOREIGN,"As for etchings, they are of two kinds, British and foreign.",1,-0.264677801,0.022562174,0.923076923,Non-Hallucination Error,no_hallucination,mishr,
