dataset,sample_id,reference_text,pred_text,wer,avg_logprob,no_speech_prob,compression_ratio,label_3class,hallucination_binary,annotator_id,notes
adversarial,adv_8455-210777-0062,WHEN DO YOU INTEND THAT THE JOHN BRIGHT SHALL START,When you intend on the job right shall start.,1.0,-0.5551864183866061,0.1355147957801818,0.8490566037735849,Non-Hallucination Error,no_hallucination,member_4,
adversarial,adv_7176-88083-0019,AS HE FLEW HIS DOWN REACHING CLUTCHING TALONS WERE NOT HALF A YARD ABOVE THE FUGITIVE'S HEAD,as he flew down reaching clutching towns from off-capitario to his head.,1.0,-0.8728862035842169,0.1285959780216217,1.0434782608695652,Hallucination Error,hallucination,member_4,
adversarial,adv_5142-33396-0020,A HOUSE SMELLS OF SMOKE A SHIP SMELLS OF FROLIC,"A house smells of smoke, a ship smells of fire.",0.9,-0.6608584086100261,0.1192348971962928,1.068181818181818,Non-Hallucination Error,no_hallucination,member_4,
adversarial,adv_672-122797-0059,ONLY THAT ONE ANSWERED THE TREE,Only Act 1. Answer the question.,1.0,-0.8693081048818735,0.1557465642690658,0.8,Hallucination Error,hallucination,member_4,
adversarial,adv_5142-33396-0047,MY MEN POUNDED THE TABLE WITH THEIR FISTS,My hand is in the middle of this.,1.0,-0.7299136320749918,0.2553124129772186,0.8461538461538461,Hallucination Error,hallucination,member_4,
adversarial,adv_5105-28240-0021,BEFORE STARTING IT WAS INDISPENSABLE THAT THE ENGINE OF THE DOBRYNA SHOULD BE REPAIRED TO SAIL UNDER CANVAS ONLY WOULD IN CONTRARY WINDS AND ROUGH SEAS BE BOTH TEDIOUS AND DIFFICULT,"Before starting, it was indispensable that the engine under the greener should be repaired. To sail under canvas only wood in contrary winds and rock seas would be both tedious and difficult.",1.032258064516129,-0.2773102085764815,0.0797631368041038,1.3941605839416058,Non-Hallucination Error,no_hallucination,member_4,
adversarial,adv_908-157963-0016,I PASS AWAY YET I COMPLAIN AND NO ONE HEARS MY VOICE,"I pass away. Yeah, I complain. And no one hears my words.",0.8333333333333334,-0.5183856383613918,0.3593835234642029,0.8769230769230769,Non-Hallucination Error,no_hallucination,member_4,
adversarial,adv_4970-29095-0015,IF I CAN GET PATIENTS,If I can get patience.,0.8,-0.4892133076985677,0.1263564527034759,0.7333333333333333,Non-Hallucination Error,no_hallucination,member_4,
adversarial,adv_7127-75947-0035,GOOD GRACIOUS HAS THE KING ANY RIGHT TO INTERFERE IN MATTERS OF THAT KIND,And Croatia says it can't do anything right to interfere in matters of that kind.,1.0714285714285714,-0.7138951778411865,0.2457964569330215,1.08,Hallucination Error,hallucination,member_4,
adversarial,adv_2961-961-0016,I WILL BRIEFLY DESCRIBE THEM TO YOU AND YOU SHALL READ THE ACCOUNT OF THEM AT YOUR LEISURE IN THE SACRED REGISTERS,"I will speak to the scribes to teach them, and shall be encountered at the completion of the state of graduate school.",0.9545454545454546,-0.9182996068681988,0.395900547504425,1.2421052631578948,Hallucination Error,hallucination,member_4,
adversarial,adv_7127-75947-0003,YES THE CHARACTER WHICH YOUR ROYAL HIGHNESS ASSUMED IS IN PERFECT HARMONY WITH YOUR OWN,"Yes, the character, which you were while behind us assumed, is in perfect harmony with your own.",1.1333333333333333,-0.446178674697876,0.1158660128712654,1.1294117647058823,Hallucination Error,hallucination,member_4,
adversarial,adv_6930-81414-0020,I SAY YOU DO KNOW WHAT THIS MEANS AND YOU MUST TELL US,"I say, you do know what this means, and you must tell us.",0.9230769230769232,-0.3615864954496685,0.2371041029691696,0.9344262295081968,No Error,no_hallucination,member_4,
adversarial,adv_908-157963-0018,AND FEAREST THOU BECAUSE I VANISH AND AM SEEN NO MORE,and here's how the Unpanched Innocence is ended.,1.0,-1.1878699196709528,0.2767786681652069,0.8571428571428571,Hallucination Error,hallucination,member_4,
adversarial,adv_260-123440-0007,I ALMOST THINK I CAN REMEMBER FEELING A LITTLE DIFFERENT,I almost said I didn't ever see it.,0.8,-0.865750239445613,0.4114482700824737,0.813953488372093,Hallucination Error,hallucination,member_4,
adversarial,adv_1188-133604-0028,WELL THEN LAST HERE IS TURNER'S GREEK SCHOOL OF THE HIGHEST CLASS AND YOU DEFINE HIS ART ABSOLUTELY AS FIRST THE DISPLAYING INTENSELY AND WITH THE STERNEST INTELLECT OF NATURAL FORM AS IT IS AND THEN THE ENVELOPMENT OF IT WITH CLOUD AND FIRE,"All then, last, we return to the school of the Highest Five, and we find that our absolute need has certainly been disloyal and intensive, and that concerns me what have gone on at the And then you develop notes, the five and five.",1.0,-1.0262645161341106,0.3207162320613861,1.2558312128922815,Hallucination Error,hallucination,member_4,
adversarial,adv_8230-279154-0023,IN THIS CASE AS IN MOST OTHERS WHAT MAY BE TAKEN AS CERTAIN IN ADVANCE IS RATHER VAGUE,"In this case, as in most others, what they've been taking a certain thing is around your base.",1.0,-0.5207712936401367,0.1375258415937423,1.1058823529411763,Hallucination Error,hallucination,member_4,
adversarial,adv_8463-294825-0002,FIRST AS A PARIS STOCKBROKER LATER AS A CELEBRATED AUTHOR AND YACHTSMAN HE WENT ON FREQUENT VOYAGES TO BRITAIN AMERICA THE MEDITERRANEAN,"First is Harris Topper, later in summary author and gasman. He went on three foot voyages to Britain, America, and Ed's training.",1.0,-0.8774163458082411,0.205490842461586,1.1517857142857142,Hallucination Error,hallucination,member_4,
adversarial,adv_6829-68769-0032,I DISCOVERED AND PUT OUT A FIRE THAT WOULD HAVE DESTROYED THE WHOLE PLANT BUT MARSHALL NEVER EVEN THANKED ME,"I discovered and put out a fire that would have destroyed the whole plant, but Marshall never even picked the.",0.95,-0.5036809539794922,0.1313332915306091,1.1702127659574468,Non-Hallucination Error,no_hallucination,member_4,
adversarial,adv_3575-170457-0027,I CANNOT DENY MYSELF THE GRATIFICATION OF INSERTING SOUTHEY'S REPLY,Thank you for joining us all throughout our presentation. This is a great show to provide.,1.6,-1.0387195918871008,0.1863337755203247,1.125,Hallucination Error,hallucination,member_4,
adversarial,adv_3570-5696-0007,THE USE OF THE WORD WASTE AS A TECHNICAL TERM THEREFORE IMPLIES NO DEPRECATION OF THE MOTIVES OR OF THE ENDS SOUGHT BY THE CONSUMER UNDER THIS CANON OF CONSPICUOUS WASTE,"In use of the word race and training, we'll turn it down to find no verification of the logistics of the N-Sport that comes to the underage camera from the T-Sport.",1.0,-0.946597555409307,0.1339214593172073,1.3553719008264462,Hallucination Error,hallucination,member_4,
adversarial,adv_7176-88083-0027,THEN THE LEADER PARTED FROM THE LINE,"In the near, part of the mind.",1.0,-0.621002197265625,0.296956330537796,0.8571428571428571,Hallucination Error,hallucination,member_4,
adversarial,adv_260-123288-0010,ON THE MAST ALREADY I SEE THE LIGHT PLAY OF A LAMBENT SAINT ELMO'S FIRE THE OUTSTRETCHED SAIL CATCHES NOT A BREATH OF WIND AND HANGS LIKE A SHEET OF LEAD,"I'm an ass-barred, I see the light play, I'm a land of the same devil's fire. The outstretched film catches my breath from men, and hangs like sheath lead.",0.967741935483871,-0.783411423365275,0.158573105931282,1.2916666666666667,Hallucination Error,hallucination,member_4,
adversarial,adv_1284-1180-0018,IT TAKES ME SEVERAL YEARS TO MAKE THIS MAGIC POWDER BUT AT THIS MOMENT I AM PLEASED TO SAY IT IS NEARLY DONE YOU SEE I AM MAKING IT FOR MY GOOD WIFE MARGOLOTTE WHO WANTS TO USE SOME OF IT FOR A PURPOSE OF HER OWN,"It takes me several years to make this magic happen. But at this moment I need to say the very best thing I've ever done is to say I'm making it the magic of my tomorrow. Who wants to do something for her, her business and her own.",1.0,-0.6956968463835169,0.3247038424015045,1.5,Hallucination Error,hallucination,member_4,
adversarial,adv_8463-287645-0001,IT IS HARDLY NECESSARY TO SAY MORE OF THEM HERE,The etern has served to turn more of him here.,1.0,-1.3055821827479772,0.152217835187912,0.8679245283018868,Hallucination Error,hallucination,member_4,
adversarial,adv_7127-75946-0009,NOT AT ALL YOU ARE ON THE CONTRARY MOST AGREEABLE TO ME,"Not at all. You are on the contrary, mostly agreeable.",1.0,-0.5228013431324678,0.1917279213666916,0.9,Non-Hallucination Error,no_hallucination,member_4,
adversarial,adv_8224-274381-0002,WHILE THE FORMER FORETOLD THAT THE SCOTTISH COVENANTERS WERE SECRETLY FORMING A UNION WITH THE ENGLISH PARLIAMENT AND INCULCATED THE NECESSITY OF PREVENTING THEM BY SOME VIGOROUS UNDERTAKING THE LATTER STILL INSISTED THAT EVERY SUCH ATTEMPT WOULD PRECIPITATE THEM INTO MEASURES TO WHICH OTHERWISE THEY WERE NOT PERHAPS INCLINED,One former or poem had the Scottish cabineters who were secretly forming the rule of the English Parliament and inculcated incessantly preventing them by some goodness and thinking. America still insisted that every such attempt would precipitate their intermissions to which otherwise they were not perhaps inclined.,1.0,-0.4983638934235074,0.174367144703865,1.5388349514563109,Hallucination Error,hallucination,member_4,
adversarial,adv_7021-85628-0002,HE WAS SUCH A BIG BOY THAT HE WORE HIGH BOOTS AND CARRIED A JACK KNIFE,"He was sought of able, and he was on loop, and carried to Jack Night.",1.0,-0.7601513181413923,0.1834887415170669,1.0298507462686568,Hallucination Error,hallucination,member_4,
adversarial,adv_6829-68771-0010,THE FAIRVIEW BAND WAS ENGAGED TO DISCOURSE AS MUCH HARMONY AS IT COULD PRODUCE AND THE RESOURCES OF THE GREAT HOUSE WERE TAXED TO ENTERTAIN THE GUESTS,"The fair new air was engaged to discourse as much harmony as it could produce, and the resources of the great House would have to entertain the guests.",1.037037037037037,-0.5158487592424665,0.1029691323637962,1.3130434782608695,Non-Hallucination Error,no_hallucination,member_4,
adversarial,adv_2830-3980-0029,ALTHOUGH THE BRETHREN WITH ME ARE NOT APOSTLES LIKE MYSELF YET THEY ARE ALL OF ONE MIND WITH ME THINK WRITE AND TEACH AS I DO,"Although I'm not going to be out of hospital myself, but they're all the money I'm getting, right, in the same shoes I did.",0.9615384615384616,-0.7492925326029459,0.2360470592975616,1.2058823529411764,Hallucination Error,hallucination,member_4,
adversarial,adv_5142-36377-0019,WHEN I ADDRESSED HIM HE ANSWERED CONSTRAINEDLY,When I address the demands of concern.,0.8571428571428571,-0.7862853136929598,0.1628370583057403,0.8260869565217391,Hallucination Error,hallucination,member_4,
adversarial,adv_1089-134686-0005,THE MUSIC CAME NEARER AND HE RECALLED THE WORDS THE WORDS OF SHELLEY'S FRAGMENT UPON THE MOON WANDERING COMPANIONLESS PALE FOR WEARINESS,"The music came nearer and he recalled the words, the words of Shelley's fragment, of all the moving, wandering, and magnanimous, pale, folkloriousness.",1.0454545454545454,-0.8342738378615606,0.1636367291212082,1.3245614035087718,Hallucination Error,hallucination,member_4,
adversarial,adv_6930-76324-0007,NOW WHAT HAVE YOU TO SAY CYNTHIA SPRAGUE,"Now what have you to say, Sidious Rout?",1.0,-0.469778569539388,0.0494328700006008,0.8297872340425532,Non-Hallucination Error,no_hallucination,member_4,
adversarial,adv_8455-210777-0044,I WAS TO BE TAKEN AWAY AND CARRIED TO ENGLAND OR ELSEWHERE OR DROWNED UPON THE VOYAGE IT MATTERED NOT WHICH,"I was in D.O.A. in Paris, England, in Hellsburg. It was your own home, of course, no matter how much.",0.9523809523809524,-0.6735918145430716,0.1902509480714798,1.074468085106383,Hallucination Error,hallucination,member_4,
adversarial,adv_3570-5694-0018,THE WEARERS OF UNIFORMS AND LIVERIES MAY BE ROUGHLY DIVIDED INTO TWO CLASSES THE FREE AND THE SERVILE OR THE NOBLE AND THE IGNOBLE,"The wearers of uniform deliveries may be directly divided into two classes, the three and the so-called, for the noble and the evil.",1.0,-0.4531724154949188,0.1576166749000549,1.2815533980582523,Hallucination Error,hallucination,member_4,
adversarial,adv_1580-141084-0002,THIS SET OF ROOMS IS QUITE THE OLDEST IN THE COLLEGE AND IT IS NOT UNUSUAL FOR VISITORS TO GO OVER THEM,"The center of the room is like the oldest in the college, and it is not unusual for visitors to go over there.",1.0454545454545454,-0.4185642855507986,0.0918611139059066,1.25,Non-Hallucination Error,no_hallucination,member_4,
adversarial,adv_1089-134686-0015,BUT THE DUSK DEEPENING IN THE SCHOOLROOM COVERED OVER HIS THOUGHTS THE BELL RANG,"But the dust even in this room covered all the spots, the bell man.",1.0,-1.007083190114875,0.1268306225538253,1.0151515151515151,Hallucination Error,hallucination,member_4,
adversarial,adv_61-70968-0019,IT IS ENOUGH SAID GEORGE GAMEWELL SHARPLY AND HE TURNED UPON THE CROWD,"It is enough, said torturing wall sharply, as he turned palm brown.",1.0,-0.8831605409321032,0.1188335046172142,0.9571428571428572,Hallucination Error,hallucination,member_4,
adversarial,adv_7127-75946-0012,THE NEWS CIRCULATED WITH THE RAPIDITY OF LIGHTNING DURING ITS PROGRESS IT KINDLED EVERY VARIETY OF COQUETRY DESIRE AND WILD AMBITION,"can use circulate over a head of the lightning. During its progress, it can look every variety of coca-ture, desire, and wild ambition.",1.0952380952380951,-0.6450445777491519,0.1065225377678871,1.238532110091743,Hallucination Error,hallucination,member_4,
adversarial,adv_7176-92135-0004,FRANKLY I CANNOT ALWAYS SAY,"Frankly, I cannot always say.",0.8,-0.4472908496856689,0.1693315505981445,0.7837837837837838,No Error,no_hallucination,member_4,
adversarial,adv_8555-284449-0001,THEN THEY ALL MARCHED OUT A LITTLE WAY INTO THE FIELDS AND FOUND THAT THE ARMY OF PINKIES HAD ALREADY FORMED AND WAS ADVANCING STEADILY TOWARD THEM,"Then they all march out of the rain to the field, and I'll be on here, maybe inside all the corn, and where the plants and cedars mourn me.",1.0740740740740742,-1.0179522141166355,0.2040368020534515,1.2990654205607477,Hallucination Error,hallucination,member_4,
adversarial,adv_8230-279154-0041,THE DEFINITION OF MY EXPERIENCE IS DIFFICULT BROADLY SPEAKING IT IS EVERYTHING THAT IS CONNECTED WITH WHAT I AM EXPERIENCING NOW BY CERTAIN LINKS OF WHICH THE VARIOUS FORMS OF MEMORY ARE AMONG THE MOST IMPORTANT,The definition of my experience is difficult. Longest reason is everything that's been acted with what I'm experiencing now by certain of which the various ones I've never heard on the most important.,1.0,-0.5017849880716075,0.1219553798437118,1.3888888888888886,Hallucination Error,hallucination,member_4,
adversarial,adv_61-70970-0002,MOST OF ALL ROBIN THOUGHT OF HIS FATHER WHAT WOULD HE COUNSEL,Most of all modern models are harder. What if you cancel?,1.0,-0.7063561015658908,0.1574672758579254,0.95,Hallucination Error,hallucination,member_4,
adversarial,adv_237-126133-0019,DEAR ME EJACULATED THE OLD GENTLEMAN IN THE UTMOST AMAZEMENT AND SUCH A TIME AS I'VE HAD TO GET HER HERE TOO,"Yeah, he's an after that video. And the after one for me. And fuck it, I know I have to get her here too.",1.0909090909090908,-0.8073092795707084,0.5551289319992065,1.1666666666666667,Hallucination Error,hallucination,member_4,
adversarial,adv_5142-36377-0002,THE SOUND OF AN IMPERATIVE AND UNCOMPROMISING BELL RECALLED ME IN DUE TIME TO THE REGIONS OF REALITY,The South End Parade and Uncoperizing Vale recalled me in due time to reason's reality.,1.0,-0.8314230442047119,0.0845756009221077,1.0481927710843373,Hallucination Error,hallucination,member_4,
adversarial,adv_1320-122617-0002,IN OTHER WORDS WHILE HE HAD IMPLICIT FAITH IN THE ABILITY OF BALAAM'S ASS TO SPEAK HE WAS SOMEWHAT SKEPTICAL ON THE SUBJECT OF A BEAR'S SINGING AND YET HE HAD BEEN ASSURED OF THE LATTER ON THE TESTIMONY OF HIS OWN EXQUISITE ORGANS,"In other words, while he had implicit faith in the ability of Patelms to ask to speak, he was somewhat skeptical on the subject of a bear's singing, and yet he had been assured of the latter on a decimal he was only exquisite organs.",1.0227272727272727,-0.3354052225748697,0.0527641810476779,1.4382716049382716,Non-Hallucination Error,no_hallucination,member_4,
adversarial,adv_1188-133604-0037,EVERY LINE IN WHICH THE MASTER TRACES IT EVEN WHERE SEEMINGLY NEGLIGENT IS LOVELY AND SET DOWN WITH A MEDITATIVE CALMNESS WHICH MAKES THESE TWO ETCHINGS CAPABLE OF BEING PLACED BESIDE THE MOST TRANQUIL WORK OF HOLBEIN OR DUERER,"Every morning, after every visit, even I see in the night, with my blood and so down in the meditative calmness, which makes these citizens capable of being great and so much tranquil with the full light of the viewer.",1.0256410256410255,-0.9341236994816706,0.358360081911087,1.4533333333333334,Hallucination Error,hallucination,member_4,
adversarial,adv_260-123286-0023,THE RAFT WAS HEAVED UP ON A WATERY MOUNTAIN AND PITCHED DOWN AGAIN AT A DISTANCE OF TWENTY FATHOMS,The route will speed up our water mountain and it's challenging that this is a 20-ounce.,1.0,-0.9193466020667036,0.0507272966206073,1.0602409638554218,Hallucination Error,hallucination,member_4,
adversarial,adv_1320-122612-0012,EXTINGUISHED BRANDS WERE LYING AROUND A SPRING THE OFFALS OF A DEER WERE SCATTERED ABOUT THE PLACE AND THE TREES BORE EVIDENT MARKS OF HAVING BEEN BROWSED BY THE HORSES,The Exposed Grands were lying around the screen. The Opels of the year was shattering about the place. The dreams were evident marks that had not been Browns by the horses.,1.0333333333333334,-0.7065086364746094,0.192761018872261,1.3333333333333333,Hallucination Error,hallucination,member_4,
adversarial,adv_3575-170457-0024,I DON'T ALWAYS SUCCEED FOR SOMETIMES WHEN I'M TEACHING OR SEWING I WOULD RATHER BE READING OR WRITING BUT I TRY TO DENY MYSELF AND MY FATHER'S APPROBATION AMPLY REWARDED ME FOR THE PRIVATION,"I don't always succeed, because sometimes when I'm teaching or studying, I would rather be reading or writing, but I try to deny my thought, and my father's affirmation, and we reward him with permission.",0.9411764705882352,-0.4202137756347656,0.0874821990728378,1.4166666666666667,Hallucination Error,hallucination,member_4,
adversarial,adv_7176-88083-0006,IT MIGHT HAVE SEEMED THAT A TROUT OF THIS SIZE WAS A FAIRLY SUBSTANTIAL MEAL,It might have seen the drop of this isalaphera with substantial meal.,1.0,-0.8832141876220703,0.1118905693292617,1.0147058823529411,Hallucination Error,hallucination,member_4,
adversarial,adv_4446-2271-0015,A LITTLE ATTACK OF NERVES POSSIBLY,All the work has been done as part of it.,1.6666666666666667,-0.8162732124328613,0.0973176509141922,0.8723404255319149,Hallucination Error,hallucination,member_4,
adversarial,adv_6930-76324-0026,ISN'T HE THE GREATEST FOR GETTING INTO ODD CORNERS,I think he's the greatest comedian of all colors.,1.0,-0.7848572049822126,0.2551473677158355,0.9074074074074074,Hallucination Error,hallucination,member_4,
adversarial,adv_3575-170457-0043,HOWEVER REMEMBERING WHAT YOU TOLD ME NAMELY THAT YOU HAD COMMENDED THE MATTER TO A HIGHER DECISION THAN OURS AND THAT YOU WERE RESOLVED TO SUBMIT WITH RESIGNATION TO THAT DECISION WHATEVER IT MIGHT BE I HOLD IT MY DUTY TO YIELD ALSO AND TO BE SILENT IT MAY BE ALL FOR THE BEST,"However, remembering what you told me, namely that you have tremendous matters to hide decision-making, and that children will often submit in their donations that decision, whatever I do, can hold it in my view to build also and to the sound that they can be all for that.",1.0,-0.6854623556137085,0.0685060247778892,1.6058823529411768,Hallucination Error,hallucination,member_4,
adversarial,adv_4077-13751-0006,THEIR EYES WERE FROM THE FIRST TURNED IN ANTICIPATION TOWARD THE EVENING SUN NOT MERELY THAT THE WORK OF PROSELYTING SHOULD BE CARRIED ON IN THE WEST BUT THAT THE HEADQUARTERS OF THE CHURCH SHOULD BE THERE ESTABLISHED,"Their eyes will come at first, and they will be in anticipation for the evening sun. While apparently that would work with oscillation to be carried on to the west, whether the headquarters of the church should be there as half-wished.",1.0789473684210529,-0.5139823124326509,0.1317192316055297,1.4873417721518989,Hallucination Error,hallucination,member_4,
adversarial,adv_4992-41797-0016,THEY COULDN'T RUN NOR MOVE THEY'RE JUST PASTEBOARD,"They couldn't run a noob, they just paced Lord.",1.125,-0.6538377649643842,0.0376839190721511,0.8867924528301887,Non-Hallucination Error,no_hallucination,member_4,
adversarial,adv_5142-33396-0049,HERE FRIEND TAKE IT AND HE THRUST IT INTO THE FARMER'S HAND,"Here, friend, take it and crush it into the marmots hand.",1.0,-0.9152063068590666,0.1279720515012741,0.9344262295081968,Hallucination Error,hallucination,member_4,
adversarial,adv_5142-36600-0001,IN DETERMINING WHETHER TWO OR MORE ALLIED FORMS OUGHT TO BE RANKED AS SPECIES OR VARIETIES NATURALISTS ARE PRACTICALLY GUIDED BY THE FOLLOWING CONSIDERATIONS NAMELY THE AMOUNT OF DIFFERENCE BETWEEN THEM AND WHETHER SUCH DIFFERENCES RELATE TO FEW OR MANY POINTS OF STRUCTURE AND WHETHER THEY ARE OF PHYSIOLOGICAL IMPORTANCE BUT MORE ESPECIALLY WHETHER THEY ARE CONSTANT,"The turning of the two more allocomontal octenarachnocephalities, that was surprisingly guided by the following iteration, namely the amount of difference between them and the destructive difference that relates to you or many forms of structure and whether they are physiological importance, but more especially whether they are conscious.",1.0,-0.704762434348082,0.3085455298423767,1.642512077294686,Hallucination Error,hallucination,member_4,
adversarial,adv_8224-274384-0001,THE SCOTTISH GENERALS AND COMMISSIONERS AFFECTED GREAT SURPRISE ON THE APPEARANCE OF THE KING AND THOUGH THEY PAID HIM ALL THE EXTERIOR RESPECT DUE TO HIS DIGNITY THEY INSTANTLY SET A GUARD UPON HIM UNDER COLOR OF PROTECTION AND MADE HIM IN REALITY A PRISONER,"The Scottish Daryl and the Englishmen had to great supply the imperative thing, and none had taken all the exuberant respect due to indignity. The incident had set the bar appalling under colour of protection, and they didn't in reality, because of it.",1.0,-0.8782660576605028,0.2877527773380279,1.4736842105263157,Hallucination Error,hallucination,member_4,
adversarial,adv_6829-68771-0000,SO TO THE SURPRISE OF THE DEMOCRATIC COMMITTEE AND ALL HIS FRIENDS MISTER HOPKINS ANNOUNCED THAT HE WOULD OPPOSE FORBES'S AGGRESSIVE CAMPAIGN WITH AN EQUAL AGGRESSIVENESS AND SPEND AS MANY DOLLARS IN DOING SO AS MIGHT BE NECESSARY,"So, to the surprise of the decrepit committee and all the credits, Mr. Hawkins announced that he would close forward to the first campaign with equal successes, and expected as many dollars to do so as necessary.",1.0,-0.7314261578499003,0.1602944135665893,1.394736842105263,Hallucination Error,hallucination,member_4,
adversarial,adv_5105-28240-0022,IT WAS ON THE LAST DAY OF JANUARY THAT THE REPAIRS OF THE SCHOONER WERE COMPLETED,It was on the last day of January. The repairs at the sooner were completed.,1.0,-0.2720483541488647,0.0554145611822605,1.027027027027027,Non-Hallucination Error,no_hallucination,member_4,
adversarial,adv_8455-210777-0011,I DID NOT MEAN SAID CAPTAIN BATTLEAX TO TOUCH UPON PUBLIC SUBJECTS AT SUCH A MOMENT AS THIS,I did not mean to have my life. I thought you were on all the subjects I was more into than this.,1.1666666666666667,-0.6384878487422548,0.1974732875823974,1.1411764705882352,Hallucination Error,hallucination,member_4,
adversarial,adv_6829-68771-0032,HOWEVER HER FEATURES AND FORM MIGHT REPRESS ANY EVIDENCE OF NERVOUSNESS THESE HANDS TOLD A DIFFERENT STORY,"However, teachers of order might procrastinate and it's a nervousness. These hands told a different story.",1.0,-0.588468246459961,0.1276619285345077,1.127659574468085,Hallucination Error,hallucination,member_4,
adversarial,adv_1089-134686-0007,A COLD LUCID INDIFFERENCE REIGNED IN HIS SOUL,"a hole to lose it in difference, the rain in the soul.",1.5,-0.6550403482773725,0.1150744035840034,0.9473684210526316,Hallucination Error,hallucination,member_4,
adversarial,adv_5683-32879-0022,I LIKE YOU STILL RACHEL I'M SURE I'LL ALWAYS LIKE YOU,"I like you so much, I'm sure I'll over-due you.",0.9090909090909092,-0.7730084419250488,0.3474685847759247,0.94,Hallucination Error,hallucination,member_4,
